"","Article_day","True_Dummy","Likert_Evaluation","Age","Dig_Lit_Avg","Income_Score","CRT_Score","Familiar_Story","Education_Score","Duration","Ideology_Score","Gender","ResponseId","Treatment","Dummy_Ideology","Article_Lean","Dummy_Congruence","Susc_FN","Treat_Search","Article"
"1301","dec 19_3",1,7,41,4.7,3,2,"No",4,807,-3,0,"R_1Dv4Sa1zAPJvXzz",1,"Liberal","Conservative",0,1,1,"3"
"1302","dec 19_3",1,5,54,2.1,1,0,"No",1,1381,0,0,"R_vH7IOr0fGvk17sR",1,"Moderate","Conservative",0,1,1,"3"
"1303","dec 19_3",1,6,22,4.2,1,2,"No",3,1574,0,1,"R_9p13mzQejVhXsOd",1,"Moderate","Conservative",0,1,1,"3"
"1304","dec 19_3",0,3,52,4.7,2,2,"No",4,786,2,1,"R_3M0exMn8kvrtqWK",1,"Conservative","Conservative",1,0,1,"3"
"1305","dec 19_3",1,5,70,3.1,2,4,"Yes",4,1167,3,0,"R_2vZDWrgVohnSN7S",1,"Conservative","Conservative",1,1,1,"3"
"1306","dec 19_3",0,1,65,3.4,1,2,"No",3,814,-2,0,"R_2dpaEQ82nxItlLX",1,"Liberal","Conservative",0,0,1,"3"
"1307","dec 19_3",0,4,61,3.6,1,2,"No",4,1554,1,0,"R_3HSr7umiV4qk5v2",1,"Conservative","Conservative",1,0,1,"3"
"1308","dec 19_3",0,5,48,3.7,1,3,"Yes",2,1527,0,0,"R_2rpCSPt2KDuVN2K",1,"Moderate","Conservative",0,0,1,"3"
"1309","dec 19_3",1,3,57,2.8,1,2,"No",1,3442,1,0,"R_3KVqls9VeCsUEck",1,"Conservative","Conservative",1,1,1,"3"
"1310","dec 19_3",0,4,63,2.9,3,0,"No",4,1203,0,0,"R_1je0gNOxpsrd0WU",1,"Moderate","Conservative",0,0,1,"3"
"1311","dec 19_3",1,7,36,5,1,0,"Yes",2,694,-2,0,"R_12M86lctlbJw9lE",0,"Liberal","Conservative",0,1,0,"3"
"1312","dec 19_3",1,4,40,4.8,1,1,"No",2,686,0,1,"R_3D8svyDIeTKiUYW",0,"Moderate","Conservative",0,1,0,"3"
"1313","dec 19_3",1,7,37,3,0,0,"No",1,871,3,0,"R_3D7aARHslLFpgax",0,"Conservative","Conservative",1,1,0,"3"
"1314","dec 19_3",0,5,68,5,0,2,"Yes",1,796,3,0,"R_3HvlVSfBWUYW5wV",0,"Conservative","Conservative",1,0,0,"3"
"1315","dec 19_3",0,1,61,3,1,3,"No",3,1751,2,0,"R_3k5Fx7RCZpsksHc",0,"Conservative","Conservative",1,0,0,"3"
"1316","dec 19_3",0,5,73,3.8,1,1,"No",2,1779,0,0,"R_2E3LBDSnuohlPNB",0,"Moderate","Conservative",0,0,0,"3"
"1317","dec 19_3",0,5,19,4.5,3,2,"No",1,887,-2,1,"R_3D6po5MUPhVbRKk",1,"Liberal","Conservative",0,0,1,"3"
"1318","dec 19_3",1,6,24,3.5,1,3,"No",3,1354,-2,1,"R_28P2d3vdA1TGaqh",1,"Liberal","Conservative",0,1,1,"3"
"1319","dec 19_3",0,4,34,3.4,0,2,"No",2,1248,NA,1,"R_2v8QSrV4zp73jjn",1,NA,"Conservative",NA,0,1,"3"
"1320","dec 19_3",1,6,31,3.2,1,2,"No",3,1762,0,1,"R_5bA2ZTWQA1BlPxv",1,"Moderate","Conservative",0,1,1,"3"
"1321","dec 19_3",1,7,18,2.9,3,2,"No",1,867,-2,1,"R_wOcGYouQI9jc9LX",1,"Liberal","Conservative",0,1,1,"3"
"1322","dec 19_3",1,6,20,3.7,0,4,"No",1,727,0,1,"R_2uyzfqnvdc798gy",1,"Moderate","Conservative",0,1,1,"3"
"1323","dec 19_3",0,1,24,3.6,0,3,"No",0,1439,0,1,"R_UiHPFUBv1Nuhj0J",1,"Moderate","Conservative",0,0,1,"3"
"1324","dec 19_3",1,7,26,3.7,1,3,"No",3,1763,-2,1,"R_XtufdPg4WTzxqtX",1,"Liberal","Conservative",0,1,1,"3"
"1325","dec 19_3",1,5,52,3.3,0,0,"No",2,682,0,1,"R_29tPXnSmOKMT64U",1,"Moderate","Conservative",0,1,1,"3"
"1326","dec 19_3",1,5,77,3.3,0,0,"No",2,875,1,1,"R_3j8wvAA1onGrlm6",1,"Conservative","Conservative",1,1,1,"3"
"1327","dec 19_3",1,7,56,4.2,3,1,"No",2,955,0,1,"R_55wP6kwgF8Z7SQF",1,"Moderate","Conservative",0,1,1,"3"
"1328","dec 19_3",1,6,47,4,2,4,"No",4,825,3,1,"R_1KkwFQpTXMbZ8ce",1,"Conservative","Conservative",1,1,1,"3"
"1329","dec 19_3",0,3,50,4.7,0,1,"No",3,1206,-1,1,"R_3JIyLwZcaIindXn",1,"Liberal","Conservative",0,0,1,"3"
"1330","dec 19_3",1,7,47,4.5,0,1,"No",3,5710,-2,1,"R_39HDxrTMkGcegFP",1,"Liberal","Conservative",0,1,1,"3"
"1331","dec 19_3",1,7,29,4.6,2,1,"No",4,1236,0,0,"R_2wFVtxZCA0SzT0Q",0,"Moderate","Conservative",0,1,0,"3"
"1332","dec 19_3",0,4,34,5,1,2,"No",4,837,1,0,"R_3qEBmpScyPQwlp1",0,"Conservative","Conservative",1,0,0,"3"
"1333","dec 19_3",0,4,62,1.5,0,2,"No",1,1193,-2,0,"R_272RDWkvuI3IpkD",0,"Liberal","Conservative",0,0,0,"3"
"1334","dec 19_3",0,2,18,2.2,1,3,"Yes",1,457,2,0,"R_3My70GOUX1Jrwrp",0,"Conservative","Conservative",1,0,0,"3"
"1335","dec 19_3",1,5,19,4.5,3,2,"No",1,887,-2,1,"R_3D6po5MUPhVbRKk",0,"Liberal","Conservative",0,1,0,"3"
"1336","dec 19_3",1,6,24,3.5,1,3,"No",3,1354,-2,1,"R_28P2d3vdA1TGaqh",0,"Liberal","Conservative",0,1,0,"3"
"1337","dec 19_3",0,4,34,3.4,0,2,"No",2,1248,NA,1,"R_2v8QSrV4zp73jjn",0,NA,"Conservative",NA,0,0,"3"
"1338","dec 19_3",0,2,31,3.2,1,2,"No",3,1762,0,1,"R_5bA2ZTWQA1BlPxv",0,"Moderate","Conservative",0,0,0,"3"
"1339","dec 19_3",1,7,18,2.9,3,2,"No",1,867,-2,1,"R_wOcGYouQI9jc9LX",0,"Liberal","Conservative",0,1,0,"3"
"1340","dec 19_3",1,6,20,3.7,0,4,"No",1,727,0,1,"R_2uyzfqnvdc798gy",0,"Moderate","Conservative",0,1,0,"3"
"1341","dec 19_3",1,7,24,3.6,0,3,"No",0,1439,0,1,"R_UiHPFUBv1Nuhj0J",0,"Moderate","Conservative",0,1,0,"3"
"1342","dec 19_3",1,6,26,3.7,1,3,"No",3,1763,-2,1,"R_XtufdPg4WTzxqtX",0,"Liberal","Conservative",0,1,0,"3"
"1343","dec 19_3",0,4,52,3.3,0,0,"No",2,682,0,1,"R_29tPXnSmOKMT64U",0,"Moderate","Conservative",0,0,0,"3"
"1344","dec 19_3",0,1,77,3.3,0,0,"No",2,875,1,1,"R_3j8wvAA1onGrlm6",0,"Conservative","Conservative",1,0,0,"3"
"1345","dec 19_3",1,5,56,4.2,3,1,"No",2,955,0,1,"R_55wP6kwgF8Z7SQF",0,"Moderate","Conservative",0,1,0,"3"
"1346","dec 19_3",0,4,47,4,2,4,"No",4,825,3,1,"R_1KkwFQpTXMbZ8ce",0,"Conservative","Conservative",1,0,0,"3"
"1347","dec 19_3",0,4,50,4.7,0,1,"No",3,1206,-1,1,"R_3JIyLwZcaIindXn",0,"Liberal","Conservative",0,0,0,"3"
"1348","dec 19_3",1,6,47,4.5,0,1,"No",3,5710,-2,1,"R_39HDxrTMkGcegFP",0,"Liberal","Conservative",0,1,0,"3"
"1349","dec 19_3",0,2,52,4.7,2,2,"No",4,786,2,1,"R_3M0exMn8kvrtqWK",0,"Conservative","Conservative",1,0,0,"3"
"1350","dec 19_3",1,7,70,3.1,2,4,"Yes",4,1167,3,0,"R_2vZDWrgVohnSN7S",0,"Conservative","Conservative",1,1,0,"3"
"1351","dec 19_3",0,1,65,3.4,1,2,"No",3,814,-2,0,"R_2dpaEQ82nxItlLX",0,"Liberal","Conservative",0,0,0,"3"
"1352","dec 19_3",0,3,61,3.6,1,2,"No",4,1554,1,0,"R_3HSr7umiV4qk5v2",0,"Conservative","Conservative",1,0,0,"3"
"1353","dec 19_3",1,6,48,3.7,1,3,"Yes",2,1527,0,0,"R_2rpCSPt2KDuVN2K",0,"Moderate","Conservative",0,1,0,"3"
"1354","dec 19_3",0,2,57,2.8,1,2,"No",1,3442,1,0,"R_3KVqls9VeCsUEck",0,"Conservative","Conservative",1,0,0,"3"
"1355","dec 19_3",0,4,63,2.9,3,0,"No",4,1203,0,0,"R_1je0gNOxpsrd0WU",0,"Moderate","Conservative",0,0,0,"3"
"1356","dec 19_3",0,4,68,2.8,0,0,"No",3,2836,-1,1,"R_2wREWi219Qchd1r",0,"Liberal","Conservative",0,0,0,"3"
"1357","dec 19_3",1,7,41,4.6,3,3,"Yes",4,1357,0,0,"R_2XcYO9ygvR2r2cx",0,"Moderate","Conservative",0,1,0,"3"
"1358","dec 19_3",0,4,30,3.2,0,2,"No",1,796,0,0,"R_1g5yE2Vnk5AJfFb",0,"Moderate","Conservative",0,0,0,"3"
"1359","dec 19_3",1,7,41,4.7,3,2,"No",4,807,-3,0,"R_1Dv4Sa1zAPJvXzz",0,"Liberal","Conservative",0,1,0,"3"
"1360","dec 19_3",1,5,54,2.1,1,0,"No",1,1381,0,0,"R_vH7IOr0fGvk17sR",0,"Moderate","Conservative",0,1,0,"3"
"1361","dec 19_3",0,3,22,4.2,1,2,"No",3,1574,0,1,"R_9p13mzQejVhXsOd",0,"Moderate","Conservative",0,0,0,"3"
"1362","dec 19_3",0,4,20,3.8,1,3,"No",3,1253,-1,0,"R_3eLKzvpnDN12nsJ",0,"Liberal","Conservative",0,0,0,"3"
"1363","dec 19_4",1,6,23,3.4,1,2,"Yes",1,1414,1,0,"R_2dFpHfhylYrVgpV",0,"Conservative","Neutral",0,1,0,"4"
"1364","dec 19_4",1,7,51,5,2,1,"Yes",1,1312,-1,0,"R_10MX7VcuVOLX4zh",0,"Liberal","Neutral",0,1,0,"4"
"1365","dec 19_4",1,7,66,3.5,3,0,"Yes",2,1190,1,1,"R_23fNpbWxfj1RbMa",0,"Conservative","Neutral",0,1,0,"4"
"1366","dec 19_4",0,4,42,4.3,1,2,"No",1,1278,0,1,"R_diB0zIIYGSnLoqd",0,"Moderate","Neutral",0,0,0,"4"
"1367","dec 19_4",1,7,22,4.8,0,3,"Yes",1,1040,0,0,"R_1F4n8q0DsoFNL8R",0,"Moderate","Neutral",0,1,0,"4"
"1368","dec 19_4",1,7,56,4,0,3,"Yes",1,1447,3,0,"R_1eLgANrhdWL9e5t",0,"Conservative","Neutral",0,1,0,"4"
"1369","dec 19_4",1,6,68,1.6,1,2,"Yes",1,933,1,0,"R_33yyQjunttgFVSk",0,"Conservative","Neutral",0,1,0,"4"
"1370","dec 19_4",1,6,70,2.7,0,1,"No",3,1979,-1,1,"R_2ta3YF3Z8HpFhg6",0,"Liberal","Neutral",0,1,0,"4"
"1371","dec 19_4",1,7,65,2.1,1,0,"Yes",1,706,0,0,"R_2rwSpG5xYYxRq18",0,"Moderate","Neutral",0,1,0,"4"
"1372","dec 19_4",1,6,34,3.1,0,3,"Yes",1,980,0,0,"R_3kpNYfCxAMWcjC8",0,"Moderate","Neutral",0,1,0,"4"
"1373","dec 19_4",0,5,44,2.4,1,2,"Yes",1,1347,3,0,"R_b2cj39qP0Oe26OJ",0,"Conservative","Neutral",0,0,0,"4"
"1374","dec 19_4",1,4,37,5,0,2,"Yes",1,481,3,0,"R_0cSow7GOu3EPSr7",0,"Conservative","Neutral",0,1,0,"4"
"1375","dec 19_4",1,7,63,4.3,3,2,"Yes",4,1506,-2,0,"R_3KuwYDGBn7cZN9K",0,"Liberal","Neutral",0,1,0,"4"
"1376","dec 19_4",1,7,66,3.5,3,0,"Yes",2,1190,1,1,"R_23fNpbWxfj1RbMa",1,"Conservative","Neutral",0,1,1,"4"
"1377","dec 19_4",0,4,42,4.3,1,2,"No",1,1278,0,1,"R_diB0zIIYGSnLoqd",1,"Moderate","Neutral",0,0,1,"4"
"1378","dec 19_4",1,7,22,4.8,0,3,"Yes",1,1040,0,0,"R_1F4n8q0DsoFNL8R",1,"Moderate","Neutral",0,1,1,"4"
"1379","dec 19_4",1,7,56,4,0,3,"Yes",1,1447,3,0,"R_1eLgANrhdWL9e5t",1,"Conservative","Neutral",0,1,1,"4"
"1380","dec 19_4",1,6,68,1.6,1,2,"Yes",1,933,1,0,"R_33yyQjunttgFVSk",1,"Conservative","Neutral",0,1,1,"4"
"1381","dec 19_4",1,6,70,2.7,0,1,"No",3,1979,-1,1,"R_2ta3YF3Z8HpFhg6",1,"Liberal","Neutral",0,1,1,"4"
"1382","dec 19_4",1,5,65,2.1,1,0,"Yes",1,706,0,0,"R_2rwSpG5xYYxRq18",1,"Moderate","Neutral",0,1,1,"4"
"1383","dec 19_4",1,6,34,3.1,0,3,"Yes",1,980,0,0,"R_3kpNYfCxAMWcjC8",1,"Moderate","Neutral",0,1,1,"4"
"1384","dec 19_4",0,4,44,2.4,1,2,"Yes",1,1347,3,0,"R_b2cj39qP0Oe26OJ",1,"Conservative","Neutral",0,0,1,"4"
"1385","dec 19_4",1,4,37,5,0,2,"Yes",1,481,3,0,"R_0cSow7GOu3EPSr7",1,"Conservative","Neutral",0,1,1,"4"
"1386","dec 19_4",1,7,63,4.3,3,2,"Yes",4,1506,-2,0,"R_3KuwYDGBn7cZN9K",1,"Liberal","Neutral",0,1,1,"4"
"1387","dec 19_4",1,7,23,3.4,1,2,"Yes",1,1414,1,0,"R_2dFpHfhylYrVgpV",1,"Conservative","Neutral",0,1,1,"4"
"1388","dec 19_4",1,7,51,5,2,1,"Yes",1,1312,-1,0,"R_10MX7VcuVOLX4zh",1,"Liberal","Neutral",0,1,1,"4"
"1389","dec 19_4",1,5,73,2.9,2,2,"Yes",1,1394,2,0,"R_2Wu2rOv33qeGAMc",1,"Conservative","Neutral",0,1,1,"4"
"1390","dec 19_4",1,7,36,4.8,0,2,"Yes",1,1980,0,0,"R_1igIkHS0qWa5bLX",1,"Moderate","Neutral",0,1,1,"4"
"1391","dec 19_4",1,6,20,4.2,0,3,"Yes",1,1215,-2,1,"R_22FGxfU5mLUF8yV",1,"Liberal","Neutral",0,1,1,"4"
"1392","dec 19_4",1,6,30,3.5,0,2,"Yes",3,1248,0,1,"R_3m4tPRdYdP8ts3h",1,"Moderate","Neutral",0,1,1,"4"
"1393","dec 19_4",0,4,46,2.6,1,1,"Yes",1,763,0,1,"R_BqX3GQQeM9eIMCt",1,"Moderate","Neutral",0,0,1,"4"
"1394","dec 19_4",1,5,61,4.3,3,2,"Yes",3,1333,0,1,"R_1g8BpvJk5BXzYn9",1,"Moderate","Neutral",0,1,1,"4"
"1395","dec 19_4",1,7,70,3.5,0,1,"Yes",1,811,-1,0,"R_25QFQTAiPKspDrG",1,"Liberal","Neutral",0,1,1,"4"
"1396","dec 19_4",1,7,20,3,0,3,"Not Sure",1,1378,3,0,"R_3htBWEPiJVwfUGM",1,"Conservative","Neutral",0,1,1,"4"
"1397","dec 19_4",1,7,42,2.7,0,2,"Yes",1,1715,2,0,"R_2bTUFLMkxHQOmOa",1,"Conservative","Neutral",0,1,1,"4"
"1398","dec 19_4",1,5,19,3.9,0,1,"No",2,901,0,0,"R_2B3EGkp5GbUkKIB",1,"Moderate","Neutral",0,1,1,"4"
"1399","dec 19_4",1,7,20,3.8,0,3,"Yes",1,735,0,0,"R_2t70ikHRPlg7Yxr",1,"Moderate","Neutral",0,1,1,"4"
"1400","dec 19_4",1,6,69,4.4,1,2,"Yes",2,3094,0,0,"R_1LRSuj6h2mnvFlf",1,"Moderate","Neutral",0,1,1,"4"
"1401","dec 19_4",1,6,24,3.9,0,2,"Yes",1,965,-1,1,"R_1FlG9FaROn7DjAS",1,"Liberal","Neutral",0,1,1,"4"
"1402","dec 19_4",1,7,50,2.5,2,0,"Yes",4,871,0,1,"R_2xFNNgnqNu2nasJ",1,"Moderate","Neutral",0,1,1,"4"
"1403","dec 19_4",1,7,19,4.3,3,2,"Yes",1,543,-3,1,"R_2qg5GDswZIrryHg",1,"Liberal","Neutral",0,1,1,"4"
"1404","dec 19_4",0,6,27,3.4,1,0,"Yes",3,952,0,1,"R_1CKpsjgXQO3CpbH",1,"Moderate","Neutral",0,0,1,"4"
"1405","dec 19_4",0,4,45,3.8,1,0,"Yes",1,3517,-2,1,"R_3IZ74QfNo86CFAz",1,"Liberal","Neutral",0,0,1,"4"
"1406","dec 19_4",1,4,57,3.7,0,2,"Yes",1,756,-2,1,"R_307Yd1xUMJuvXka",1,"Liberal","Neutral",0,1,1,"4"
"1407","dec 19_4",0,3,48,2.9,2,1,"Yes",3,1469,1,1,"R_1CrTv9ehwHUBL1w",1,"Conservative","Neutral",0,0,1,"4"
"1408","dec 19_4",1,7,48,4.1,3,3,"Yes",3,1004,-1,1,"R_2ZPMW4dJkXnna3P",1,"Liberal","Neutral",0,1,1,"4"
"1409","dec 19_4",1,6,30,3.5,0,2,"Yes",3,1248,0,1,"R_3m4tPRdYdP8ts3h",0,"Moderate","Neutral",0,1,0,"4"
"1410","dec 19_4",1,6,46,2.6,1,1,"Yes",1,763,0,1,"R_BqX3GQQeM9eIMCt",0,"Moderate","Neutral",0,1,0,"4"
"1411","dec 19_4",1,5,61,4.3,3,2,"Yes",3,1333,0,1,"R_1g8BpvJk5BXzYn9",0,"Moderate","Neutral",0,1,0,"4"
"1412","dec 19_4",1,7,70,3.5,0,1,"Yes",1,811,-1,0,"R_25QFQTAiPKspDrG",0,"Liberal","Neutral",0,1,0,"4"
"1413","dec 19_4",1,6,20,3,0,3,"Not Sure",1,1378,3,0,"R_3htBWEPiJVwfUGM",0,"Conservative","Neutral",0,1,0,"4"
"1414","dec 19_4",1,4,42,2.7,0,2,"Yes",1,1715,2,0,"R_2bTUFLMkxHQOmOa",0,"Conservative","Neutral",0,1,0,"4"
"1415","dec 19_4",0,4,19,3.9,0,1,"No",2,901,0,0,"R_2B3EGkp5GbUkKIB",0,"Moderate","Neutral",0,0,0,"4"
"1416","dec 19_4",1,7,20,3.8,0,3,"Yes",1,735,0,0,"R_2t70ikHRPlg7Yxr",0,"Moderate","Neutral",0,1,0,"4"
"1417","dec 19_4",1,6,69,4.4,1,2,"Yes",2,3094,0,0,"R_1LRSuj6h2mnvFlf",0,"Moderate","Neutral",0,1,0,"4"
"1418","dec 19_4",1,6,24,3.9,0,2,"Yes",1,965,-1,1,"R_1FlG9FaROn7DjAS",0,"Liberal","Neutral",0,1,0,"4"
"1419","dec 19_4",1,6,50,2.5,2,0,"Yes",4,871,0,1,"R_2xFNNgnqNu2nasJ",0,"Moderate","Neutral",0,1,0,"4"
"1420","dec 19_4",1,7,19,4.3,3,2,"Yes",1,543,-3,1,"R_2qg5GDswZIrryHg",0,"Liberal","Neutral",0,1,0,"4"
"1421","dec 19_4",1,7,27,3.4,1,0,"Yes",3,952,0,1,"R_1CKpsjgXQO3CpbH",0,"Moderate","Neutral",0,1,0,"4"
"1422","dec 19_4",1,7,45,3.8,1,0,"Yes",1,3517,-2,1,"R_3IZ74QfNo86CFAz",0,"Liberal","Neutral",0,1,0,"4"
"1423","dec 19_4",1,7,57,3.7,0,2,"Yes",1,756,-2,1,"R_307Yd1xUMJuvXka",0,"Liberal","Neutral",0,1,0,"4"
"1424","dec 19_4",0,5,48,2.9,2,1,"Yes",3,1469,1,1,"R_1CrTv9ehwHUBL1w",0,"Conservative","Neutral",0,0,0,"4"
"1425","dec 19_4",1,6,48,4.1,3,3,"Yes",3,1004,-1,1,"R_2ZPMW4dJkXnna3P",0,"Liberal","Neutral",0,1,0,"4"
"1426","dec 19_4",1,7,36,4.8,0,2,"Yes",1,1980,0,0,"R_1igIkHS0qWa5bLX",0,"Moderate","Neutral",0,1,0,"4"
"1427","dec 19_4",1,6,20,4.2,0,3,"Yes",1,1215,-2,1,"R_22FGxfU5mLUF8yV",0,"Liberal","Neutral",0,1,0,"4"
"1428","dec 19_4",1,4,73,2.9,2,2,"Yes",1,1394,2,0,"R_2Wu2rOv33qeGAMc",0,"Conservative","Neutral",0,1,0,"4"
"1429","dec 19_5",1,7,20,5,0,3,"Yes",2,1051,-3,0,"R_1pMq8gS03qpgRSX",1,"Liberal","Neutral",0,1,1,"5"
"1430","dec 19_5",0,4,23,4.1,0,2,"Yes",1,770,0,0,"R_25Nm3dPKLabjGzi",1,"Moderate","Neutral",0,0,1,"5"
"1431","dec 19_5",1,6,21,4.3,0,1,"Yes",2,761,0,0,"R_3PgyqukumIzClFL",1,"Moderate","Neutral",0,1,1,"5"
"1432","dec 19_5",0,4,33,3.4,1,1,"Yes",3,733,1,1,"R_3MaRg6PWlE99bOJ",1,"Conservative","Neutral",0,0,1,"5"
"1433","dec 19_5",0,4,25,3.6,0,3,"Yes",4,591,3,1,"R_e8NVSTjZq6iXR4t",1,"Conservative","Neutral",0,0,1,"5"
"1434","dec 19_5",1,4,22,4,0,2,"Yes",2,1067,2,1,"R_1q1EvYy8Naj8e1A",1,"Conservative","Neutral",0,1,1,"5"
"1435","dec 19_5",0,4,29,3.1,2,3,"Yes",2,1249,1,1,"R_qPWTIzNpmQeVCtX",1,"Conservative","Neutral",0,0,1,"5"
"1436","dec 19_5",1,7,48,4.1,2,2,"Yes",2,636,2,1,"R_28J32CoIXaK3umH",1,"Conservative","Neutral",0,1,1,"5"
"1437","dec 19_5",1,7,36,3.6,2,2,"Yes",4,700,-2,1,"R_cZLcBjDXRv3LGG5",1,"Liberal","Neutral",0,1,1,"5"
"1438","dec 19_5",1,5,50,4.6,2,3,"Yes",3,725,-2,1,"R_A0WL6Am2B2oXmyR",1,"Liberal","Neutral",0,1,1,"5"
"1439","dec 19_5",0,5,18,3.2,1,4,"Yes",1,1366,1,0,"R_1JVNSHu1Icf5l9L",0,"Conservative","Neutral",0,0,0,"5"
"1440","dec 19_5",1,7,65,4.4,0,1,"Yes",3,2965,0,0,"R_31szAo8JL51cNiq",0,"Moderate","Neutral",0,1,0,"5"
"1441","dec 19_5",1,7,62,4.9,0,1,"Yes",2,1736,-3,1,"R_ZfYiDTxbxuDOaqt",0,"Liberal","Neutral",0,1,0,"5"
"1442","dec 19_5",1,7,19,4,0,0,"Yes",1,849,-2,1,"R_1dct8mwA5ft5s81",0,"Liberal","Neutral",0,1,0,"5"
"1443","dec 19_5",1,7,62,3.3,0,2,"Yes",1,2243,-1,0,"R_TdAUCmtazVq9pgR",0,"Liberal","Neutral",0,1,0,"5"
"1444","dec 19_5",0,4,57,1.8,1,3,"Yes",3,1388,3,0,"R_2rr5vZwKiYZuwwf",0,"Conservative","Neutral",0,0,0,"5"
"1445","dec 19_5",1,7,20,5,0,3,"Yes",2,1051,-3,0,"R_1pMq8gS03qpgRSX",0,"Liberal","Neutral",0,1,0,"5"
"1446","dec 19_5",0,2,23,4.1,0,2,"Yes",1,770,0,0,"R_25Nm3dPKLabjGzi",0,"Moderate","Neutral",0,0,0,"5"
"1447","dec 19_5",1,6,21,4.3,0,1,"Yes",2,761,0,0,"R_3PgyqukumIzClFL",0,"Moderate","Neutral",0,1,0,"5"
"1448","dec 19_5",0,4,33,3.4,1,1,"Yes",3,733,1,1,"R_3MaRg6PWlE99bOJ",0,"Conservative","Neutral",0,0,0,"5"
"1449","dec 19_5",1,7,25,3.6,0,3,"Yes",4,591,3,1,"R_e8NVSTjZq6iXR4t",0,"Conservative","Neutral",0,1,0,"5"
"1450","dec 19_5",1,4,22,4,0,2,"Yes",2,1067,2,1,"R_1q1EvYy8Naj8e1A",0,"Conservative","Neutral",0,1,0,"5"
"1451","dec 19_5",0,3,29,3.1,2,3,"Yes",2,1249,1,1,"R_qPWTIzNpmQeVCtX",0,"Conservative","Neutral",0,0,0,"5"
"1452","dec 19_5",1,6,48,4.1,2,2,"Yes",2,636,2,1,"R_28J32CoIXaK3umH",0,"Conservative","Neutral",0,1,0,"5"
"1453","dec 19_5",1,6,50,4.6,2,3,"Yes",3,725,-2,1,"R_A0WL6Am2B2oXmyR",0,"Liberal","Neutral",0,1,0,"5"
"1454","dec 19_5",1,7,58,3.5,0,0,"Yes",4,1042,2,1,"R_1BSe1T4ptOUzLpy",1,"Conservative","Neutral",0,1,1,"5"
"1455","dec 19_5",1,4,41,2.7,0,2,"Yes",3,1238,NA,0,"R_1PT2BUkpWcnjY48",1,NA,"Neutral",NA,1,1,"5"
"1456","dec 19_5",0,4,66,2.6,1,3,"Yes",3,1303,0,0,"R_3G0UFqgfVldIofN",1,"Moderate","Neutral",0,0,1,"5"
"1457","dec 19_5",1,6,38,3.4,2,0,"Yes",4,1324,0,0,"R_24c3c0Uw4zFu0lr",1,"Moderate","Neutral",0,1,1,"5"
"1458","dec 19_5",1,7,46,4.1,2,1,"Yes",3,1190,-3,0,"R_3NUn4c3nd3VVgLP",1,"Liberal","Neutral",0,1,1,"5"
"1459","dec 19_5",1,7,53,3.6,0,2,"No",3,1229,-3,1,"R_3PuHqTrP3kfo0mZ",1,"Liberal","Neutral",0,1,1,"5"
"1460","dec 19_5",1,7,37,4.4,3,2,"Yes",4,1141,-2,0,"R_1FgpipB7oME5TSZ",1,"Liberal","Neutral",0,1,1,"5"
"1461","dec 19_5",0,4,70,4.1,1,1,"Yes",1,1084,3,0,"R_1d6xixzgcVUdxcd",1,"Conservative","Neutral",0,0,1,"5"
"1462","dec 19_5",0,1,41,5,0,1,"Yes",3,863,3,0,"R_BPzzak8W2sycJwZ",1,"Conservative","Neutral",0,0,1,"5"
"1463","dec 19_5",0,5,18,3.2,1,4,"Yes",1,1366,1,0,"R_1JVNSHu1Icf5l9L",1,"Conservative","Neutral",0,0,1,"5"
"1464","dec 19_5",1,7,65,4.4,0,1,"Yes",3,2965,0,0,"R_31szAo8JL51cNiq",1,"Moderate","Neutral",0,1,1,"5"
"1465","dec 19_5",1,7,62,4.9,0,1,"Yes",2,1736,-3,1,"R_ZfYiDTxbxuDOaqt",1,"Liberal","Neutral",0,1,1,"5"
"1466","dec 19_5",1,6,19,4,0,0,"Yes",1,849,-2,1,"R_1dct8mwA5ft5s81",1,"Liberal","Neutral",0,1,1,"5"
"1467","dec 19_5",1,7,62,3.3,0,2,"Yes",1,2243,-1,0,"R_TdAUCmtazVq9pgR",1,"Liberal","Neutral",0,1,1,"5"
"1468","dec 19_5",0,6,57,1.8,1,3,"Yes",3,1388,3,0,"R_2rr5vZwKiYZuwwf",1,"Conservative","Neutral",0,0,1,"5"
"1469","dec 19_5",1,6,33,4.1,1,2,"Yes",2,1048,1,0,"R_77dyAhqOjfJ2iiJ",0,"Conservative","Neutral",0,1,0,"5"
"1470","dec 19_5",1,7,58,3.5,0,0,"Yes",4,1042,2,1,"R_1BSe1T4ptOUzLpy",0,"Conservative","Neutral",0,1,0,"5"
"1471","dec 19_5",0,4,41,2.7,0,2,"Yes",3,1238,NA,0,"R_1PT2BUkpWcnjY48",0,NA,"Neutral",NA,0,0,"5"
"1472","dec 19_5",1,6,66,2.6,1,3,"Yes",3,1303,0,0,"R_3G0UFqgfVldIofN",0,"Moderate","Neutral",0,1,0,"5"
"1473","dec 19_5",1,6,38,3.4,2,0,"Yes",4,1324,0,0,"R_24c3c0Uw4zFu0lr",0,"Moderate","Neutral",0,1,0,"5"
"1474","dec 19_5",1,7,46,4.1,2,1,"Yes",3,1190,-3,0,"R_3NUn4c3nd3VVgLP",0,"Liberal","Neutral",0,1,0,"5"
