"","Susc_FN","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Article_day","ResponseId","Treat_Search"
"231",1,7,1,18,"Male",0,0,0,30.0166666666667,2.7,"Jun 3_3","R_28RS1NKXYxvgiDk",1
"232",0,1,3,23,"Male",3,0,0,15.05,4.1,"Jun 3_3","R_1n907ZgBKyrqHlI",1
"233",0,4,1,18,"Male",0,1,0,12.1166666666667,1.7,"Jun 3_3","R_Rm3lvrwUIZUeC5P",1
"234",0,1,2,58,"Male",0,0,0,26.8833333333333,3,"Jun 3_3","R_338CopcIWofUwI0",1
"235",0,4,2,71,"Male",1,1,0,60,3.4,"Jun 3_3","R_1dv0YaciyG6zuFj",1
"236",1,7,1,39,"Female",1,1,0,29.25,4.8,"Jun 3_3","R_2e3eGTcUQFb75pR",1
"237",0,5,3,72,"Female",1,0,0,58.5666666666667,2.2,"Jun 3_3","R_1GIH7L3ZC81DK2e",1
"238",0,1,4,39,"Female",3,0,0,22.6666666666667,4.4,"Jun 3_3","R_1Nl8IIyvlYTW3f0",1
"239",0,4,2,48,"Female",3,0,0,50.75,3,"Jun 3_3","R_pDxquPHx7E73q5X",1
"240",0,5,2,48,"Female",2,0,0,39.0166666666667,3.8,"Jun 3_3","R_3QQ1imj7B1HibmA",1
"241",1,7,3,30,"Female",3,0,0,9.43333333333333,2.5,"Jun 8_1","R_3fvlIZtn4IHPgSO",1
"242",1,6,1,23,"Male",1,0,0,45.4333333333333,4.2,"Jun 8_1","R_1MYAOV0j6sZkfvM",1
"243",0,1,2,71,"Female",1,0,1,23.6666666666667,3.5,"Jun 8_1","R_2uwygsAdhTTis9v",1
"244",0,5,1,73,"Male",0,0,0,19.0166666666667,2.7,"Jun 8_1","R_1hKoiFEGkiaGieA",1
"245",0,4,1,20,"Male",0,0,0,15.35,4.9,"Jun 8_1","R_2bVm9YMewXmzWTx",1
"246",0,1,3,24,"Female",3,0,0,11.7333333333333,4.4,"Jun 8_1","R_3fW7GcnhHX8gLvB",1
"247",1,6,3,31,"Male",0,0,0,31.9833333333333,3.4,"Jun 8_1","R_r8a9mdc2rntsNk5",1
"248",0,5,1,21,"Male",0,0,0,14.8166666666667,3.4,"Jun 8_1","R_3elhWJsWLyrUtlV",1
"249",1,6,1,33,"Male",0,0,0,46.8,4.5,"Jun 8_1","R_tG9rbW4vLdi8UW5",1
"250",1,5,2,19,"Male",1,0,0,13.75,4.7,"Jun 8_1","R_1LSAvG7TqwZaULD",1
"251",0,4,3,35,"Female",1,0,0,13.1166666666667,4.8,"Jun 8_1","R_yWssufBgtxtbGdb",1
"252",0,4,2,24,"Female",1,0,1,11.7666666666667,3.6,"Jun 8_1","R_1inBN67OWH2u6nN",1
"253",0,6,3,44,"Female",2,0,0,29.4166666666667,4.6,"Jun 8_1","R_RQOF1aeJiTociop",1
"254",1,4,1,18,"Female",1,0,0,15.2166666666667,3.4,"Jun 8_1","R_1g8wU1W9Nr9XjOm",1
"255",0,4,1,39,"Female",1,0,0,26.4,3.8,"Jun 8_1","R_2f7qS4mf5w1daqB",1
"256",0,1,3,37,"Female",0,0,0,41.3333333333333,4.9,"Jun 8_1","R_1OP7ljxtMi7iwvG",1
"257",0,5,1,57,"Female",2,0,0,14.9166666666667,2.2,"Jun 8_1","R_2Bh7nJIF0yzaoMQ",1
"258",0,2,1,69,"Female",0,0,1,50,3.3,"Jun 8_1","R_dj05i95ysb9VWpj",1
"259",0,1,3,59,"Male",1,0,0,13.1833333333333,4,"Jun 8_1","R_2TG1kkGSrdZib7e",1
"260",0,7,4,41,"Female",2,0,1,60,4.2,"Jun 8_1","R_1QGEWtPJWO9MrUB",1
"261",1,7,3,63,"Female",0,0,0,21.3166666666667,4.6,"Jun 8_1","R_3enyURlnJF1QZM2",1
"262",0,4,3,41,"Male",3,0,0,26.7833333333333,4.4,"Jun 8_1","R_bPX2hnxOz6JbdnP",1
"263",0,4,3,57,"Male",0,0,1,15.85,4,"Jun 8_1","R_3k7dMLIDOTtsp4G",1
"264",0,5,1,49,"Male",0,0,1,29.9833333333333,4.2,"Jun 8_1","R_3Ge1gJHOubXM05N",1
"265",0,2,5,62,"Male",1,0,0,17.25,5,"Jun 8_1","R_2sYF4prtn44yb12",1
"266",1,4,1,47,"Male",0,0,0,7.76666666666667,3.9,"Jun 8_1","R_3k6xoMqT5tZuZvo",1
"267",0,2,3,53,"Male",3,0,0,16.6333333333333,3.6,"Jun 8_1","R_1dp1E4KfWIjp8H3",1
"268",1,6,1,55,"Female",1,0,0,11.3833333333333,1.9,"Jun 8_1","R_2WSGpBkWUi801hI",1
"269",0,1,3,53,"Female",2,0,0,26.6,4.4,"Jun 8_1","R_Agm2IpPNv8AdOLL",1
"270",0,4,1,46,"Female",0,0,1,18.1666666666667,4.3,"Jun 8_1","R_qEi66FhFVNTox6F",1
"271",0,4,1,35,"Female",0,NA,0,29.4666666666667,3,"Jun 8_3","R_3I9QdT5wivaksA8",1
"272",0,1,2,41,"Female",1,0,0,60,3.4,"Jun 8_3","R_1LbrPzeGFslovlf",1
"273",0,3,4,69,"Male",2,0,0,41.9333333333333,3.8,"Jun 8_3","R_xbleAQ8PYA4aqS5",1
"274",0,1,3,35,"Female",2,0,0,31.6333333333333,4.3,"Jun 8_3","R_25vIEYyWXKGPHZR",1
"275",1,6,1,19,"Male",3,1,0,20.1,3.1,"Jun 8_3","R_2AWkL2jmytg2jb2",1
"276",0,4,1,23,"Female",2,NA,1,20.6833333333333,2.8,"Jun 8_3","R_2VvvqG0Lni9ewO3",1
"277",1,7,4,33,"Male",3,0,0,60,4.9,"Jun 8_3","R_1doT3kCBvgYB3VC",1
"278",0,5,1,18,"Other",1,0,0,15.25,4.1,"Jun 8_3","R_1kS7DTDKositQut",1
"279",0,5,3,23,"Male",0,0,0,13.7666666666667,4.9,"Jun 8_3","R_31zVIoS4spVITO2",1
"280",1,7,5,45,"Male",1,1,1,26.6,4.5,"Jun 8_3","R_10Zc3wxCTRXpJ6s",1
"281",0,4,3,25,"Female",1,0,0,26.8333333333333,4.1,"Jun 8_3","R_1F2mUYc8avebrHJ",1
"282",0,2,1,37,"Male",1,1,0,20.3166666666667,2.2,"Jun 8_3","R_22KYIw8C2SbCTnq",1
"283",0,4,1,66,"Female",0,0,1,15.6,2.9,"Jun 8_3","R_2463qYzKVFnc7Di",1
"284",1,4,1,56,"Female",0,0,0,13.0833333333333,3.1,"Jun 8_3","R_Qn1C22z7Pnug5Q5",1
"285",0,1,3,76,"Female",0,1,1,18.8,3.6,"Jun 8_3","R_1Qn42XvrljWS2GX",1
"286",1,5,3,24,"Male",0,1,1,7.05,4.6,"Jun 8_3","R_1rohzTx11p2B9Xs",1
"287",0,1,4,41,"Female",3,0,0,21.5,4.6,"Jun 8_3","R_2ByS5rrQFAkjcx8",1
"288",0,6,1,24,"Female",0,0,0,17.5166666666667,4.4,"Jun 8_3","R_1rBc2gQj05RmBCZ",1
"289",0,1,4,63,"Female",3,0,0,40.7833333333333,4,"Jun 8_3","R_2PsRqzzvlg898Z2",1
"290",0,1,1,47,"Male",0,0,0,21.2666666666667,5,"Jun 8_3","R_ePyVLpB8rPSuDRL",1
"291",0,1,3,37,"Male",2,0,0,41.8833333333333,4.8,"Jun 8_3","R_xlPhYEswNTLuV4R",1
"292",1,5,2,63,"Male",1,1,0,45.9666666666667,4.9,"Jun 8_3","R_Tqle4ViOFjdjoVH",1
"293",0,2,1,41,"Male",1,0,0,23.6,3.6,"Jun 8_3","R_1MLDOsA84IhJy4M",1
"294",0,4,1,41,"Male",0,0,1,29.2333333333333,3.8,"Jun 8_3","R_1pEf83EYUjs9Xng",1
"295",0,4,1,63,"Female",0,NA,0,31,2.7,"Jun 8_3","R_BWZ3JBmGeYUIpot",1
"296",0,4,1,61,"Female",0,1,0,39.8833333333333,5,"Jun 8_3","R_eFfiEnStGFe9AuB",1
"297",0,1,1,51,"Male",2,0,0,13.5166666666667,3.2,"Jun 8_3","R_2WPDKZDtWj636q0",1
"298",1,7,1,41,"Male",0,0,0,7.76666666666667,5,"Jun 8_3","R_W0f6acqy3nHdsEF",1
"299",0,4,5,39,"Male",1,1,0,15.9333333333333,3.3,"Jun 8_3","R_uh1bQn0p1I758Ix",1
"300",1,7,4,46,"Female",2,0,0,17.85,5,"Jun 8_3","R_1rlk8lc8rmrUdVM",1
"301",0,1,1,56,"Female",0,0,1,29.9,4.2,"Jun 8_3","R_w192LRwPGuYchiN",1
"302",0,4,4,78,"Female",1,0,0,17.1666666666667,3.3,"Jun 8_3","R_2s0zAPEQQxYAFsK",1
"303",0,1,2,50,"Female",0,0,0,26.1333333333333,4.2,"Jun 8_3","R_3MF3eZ1fsog0OEX",1
"304",0,3,3,35,"Male",2,0,0,8.3,3,"May 28_1","R_2CIySnwy0pc69vc",1
"305",1,5,3,26,"Female",2,0,0,9.56666666666667,3.6,"May 28_1","R_YXqZIX3yrTOUMyR",1
"306",1,5,5,38,"Male",1,0,0,33.0666666666667,4.8,"May 28_1","R_2pRIeR1t5KWReUN",1
"307",1,7,3,69,"Female",1,0,0,56.9833333333333,2,"May 28_1","R_2XhpIrH73WSk3bw",1
"308",0,4,2,29,"Male",0,0,0,17.15,4.2,"May 28_1","R_3I0M5cKca4VK0P3",1
"309",1,7,4,45,"Male",3,0,0,15.8833333333333,4.1,"May 28_1","R_1LvwmEGhpfDsFFg",1
"310",1,7,3,50,"Male",2,0,0,27.2166666666667,2.1,"May 28_1","R_OvW1SIRGjQBxClX",1
"311",1,5,3,49,"Male",2,0,0,17.3833333333333,4.5,"May 28_1","R_1rNZV2Js0LcsWNz",1
"312",0,6,2,29,"Male",0,0,0,19.6,4.7,"May 28_1","R_x015rl1q0zzzfDb",1
"313",0,4,1,40,"Male",1,0,0,14.8666666666667,4.6,"May 28_1","R_2eVbjN8seXOqM5n",1
"314",0,3,1,21,"Male",0,0,0,8,2.3,"May 28_1","R_2WUnkBFXZtwRimn",1
"315",1,5,1,27,"Male",0,0,0,17.0333333333333,2.5,"May 28_1","R_D5ymzyh3g9BSjO9",1
"316",1,5,3,21,"Female",1,0,0,11.05,4.2,"May 28_1","R_2b41CAVaC1dwpXz",1
"317",0,3,1,20,"Female",2,0,0,10.4833333333333,3.8,"May 28_1","R_1CqhO9KfUAhlh17",1
"318",0,4,4,45,"Female",1,0,0,11.6333333333333,3.4,"May 28_1","R_2EbeWKvC6w3WCgS",1
"319",1,4,1,21,"Female",0,0,0,20.4,3.3,"May 28_1","R_skaLkXyeuu43DsB",1
"320",1,5,1,20,"Female",3,0,0,12.9833333333333,4.6,"May 28_1","R_1i2Ry4bDV14yo4A",1
"321",1,5,3,22,"Female",0,0,0,11.2666666666667,3.7,"May 28_1","R_1cYZ4vSZ5tmLr29",1
"322",0,1,1,29,"Female",1,0,0,33.2,2.7,"May 28_1","R_ptmKfHt6Ksh1k8F",1
"323",1,6,1,22,"Female",0,1,0,31.7333333333333,4,"May 28_1","R_3HHuiAjYtaljXeP",1
"324",0,3,2,19,"Female",2,0,0,29.4666666666667,3.6,"May 28_1","R_Ry6QcXCU1AAiIq5",1
"325",1,6,4,49,"Female",2,1,0,34.3666666666667,4.4,"May 28_1","R_2srAFncmAoI9F1n",1
"326",0,5,2,57,"Female",0,0,0,21.6166666666667,3.3,"May 28_1","R_2VfQJvWH54kgSYl",1
"327",1,6,1,32,"Male",1,0,0,28.4,3.4,"May 28_1","R_3fABEeh0mSKsoJJ",1
"328",0,7,4,41,"Male",1,0,0,19.2333333333333,3.6,"May 28_1","R_RwzM4QuIZdbnylX",1
"329",0,1,3,43,"Male",1,0,0,29.2833333333333,4.6,"May 28_1","R_cCl73MsDJgxTeSd",1
"330",1,5,4,50,"Male",1,0,0,25.1,3,"May 28_1","R_DHSBaWbSsI9zlBL",1
"331",0,4,4,68,"Female",0,0,1,28.8166666666667,4,"May 28_1","R_2DXPwFjsYEaCbRs",1
"332",0,2,3,62,"Female",0,1,1,40.5,3.5,"May 28_1","R_R4ef5ckKn3SmdxL",1
"333",1,4,1,41,"Female",1,1,0,14.7,3.4,"May 28_1","R_2DLKq1fM8mEHq5R",1
"334",0,3,3,39,"Female",1,0,1,34.2166666666667,4.5,"May 28_1","R_1mseSITXdb13Vhj",1
"335",0,3,2,36,"Male",0,0,1,43.1166666666667,2.2,"May 28_1","R_O8W1EdZlv1t9WIV",1
"336",0,1,4,47,"Male",2,0,1,8.93333333333333,5,"May 28_1","R_3IPPIXanc5wkdGU",1
"337",1,7,3,55,"Male",0,1,1,22.2166666666667,3.8,"May 28_1","R_3NRlwYIAQhyiHCR",1
"338",0,5,1,51,"Female",0,0,0,49.1,4.1,"May 28_1","R_3CDW1JG8az3Trtg",1
"339",0,4,3,52,"Male",1,0,0,21.7833333333333,4.4,"May 28_1","R_3EAcMYxP0hAWDV9",1
"340",1,6,1,72,"Female",0,0,1,50.3833333333333,3.1,"May 28_2","R_1DBdDegsP0SoC0P",1
"341",0,4,1,58,"Male",1,0,0,19.5666666666667,4.2,"May 28_2","R_RFbY9g7uVWlSB9f",1
"342",1,4,1,20,"Male",2,0,0,22.3,3.9,"May 28_2","R_2eQmO1gSCQGrzV9",1
"343",1,7,1,18,"Female",1,0,0,9.8,4.2,"May 28_2","R_2RaFuesumaO1hbL",1
"344",0,6,2,28,"Female",1,0,0,27.15,4.4,"May 28_2","R_PuowkxYdZ1ly7ip",1
"345",0,3,1,62,"Male",0,0,0,60,5,"May 28_2","R_OyaQobVrfMtQoaR",1
"346",1,4,1,23,"Female",1,0,1,30.4333333333333,2.8,"May 28_2","R_3J9hW2k7BmRpc0V",1
"347",0,4,3,23,"Female",0,0,0,22.45,3.7,"May 28_2","R_20SZ8kqOuHMw14U",1
"348",0,1,1,63,"Male",1,0,0,26.15,4.1,"May 28_2","R_5vxW67jcj0Va0Tv",1
"349",0,2,3,57,"Female",0,0,0,60,3.5,"May 28_2","R_3p5dx7jTVGHywvp",1
"350",0,5,2,57,"Male",0,0,1,12.0333333333333,4,"May 28_2","R_2aCwCiaef7Yvom8",1
"351",1,6,3,47,"Female",1,0,0,12.7166666666667,4.5,"May 28_2","R_2zzFCXv0Qt3VVJc",1
"352",1,6,1,60,"Male",1,0,1,32.4666666666667,1.8,"May 28_2","R_3lGQaO6mcB48UH5",1
"353",0,1,3,60,"Male",1,0,0,29.6166666666667,3.4,"May 28_2","R_1QAX6fWTA1dptIX",1
"354",0,5,3,38,"Male",1,0,1,32.25,5,"May 28_2","R_2xJYeQWw2prOo6g",1
"355",1,7,1,56,"Male",1,0,0,20.5166666666667,4.6,"May 28_2","R_29mMtQKHKkTau4a",1
"356",0,4,1,56,"Male",0,0,0,19.2666666666667,3.2,"May 28_2","R_1n0DGEAGZvm0CcR",1
"357",0,2,3,60,"Male",1,0,0,18.05,4.1,"May 28_2","R_27HiyuFOovgOgtH",1
"358",1,5,3,37,"Female",0,0,1,20.5,3.5,"May 28_2","R_2aXFMTOLWlLcBLQ",1
"359",0,5,2,60,"Female",1,0,0,27.9666666666667,3.1,"May 28_2","R_1TwUKK9JHezY8XT",1
"360",1,6,3,52,"Female",2,0,1,29.7333333333333,4.1,"May 28_2","R_C2jXrlO13okgtkB",1
"361",1,6,2,57,"Female",1,0,0,60,5,"May 28_2","R_1DGPTdYVwG1kTDA",1
"362",0,5,2,44,"Female",0,0,0,39.5166666666667,3.2,"May 28_2","R_1H7tp9dzQWglj84",1
"363",1,7,2,61,"Male",0,0,0,60,2.7,"May 28_2","R_1jlYgI3GtyllKM1",1
"364",1,3,5,39,"Male",2,0,0,13.5166666666667,3.4,"May 28_2","R_3NO5w1bhWG9SvqS",1
"365",0,4,4,40,"Female",2,0,0,60,4.2,"May 28_2","R_2sNCTmvxVCOSrDz",1
"366",1,6,3,50,"Male",2,0,0,43.7,3.9,"May 28_2","R_1i3dl2Z3zi2sTIk",1
"367",1,7,3,52,"Female",0,0,1,25.2666666666667,4.1,"May 28_2","R_3j86hL0YovaYYHi",1
"368",0,4,1,66,"Female",1,0,1,24.0333333333333,4.5,"May 28_2","R_2rCaiXGSyEa9FYT",1
"369",1,6,5,67,"Male",2,0,1,23.5666666666667,4.3,"May 28_2","R_2TGiHJ0p28eC3iQ",1
"370",1,6,3,38,"Female",2,0,0,41.5833333333333,4.9,"May 28_2","R_3dMukShxrZx2Y3H",1
"371",1,4,1,20,"Female",1,0,0,18.6166666666667,2.2,"May 28_3","R_1ignUkBJIRKjVAs",1
"372",1,4,1,18,"Female",1,0,1,13.7333333333333,3.4,"May 28_3","R_23UAym36NvSTYqo",1
"373",1,6,1,52,"Female",1,0,0,48.75,4.5,"May 28_3","R_XqaEXZClkIE9lRf",1
"374",1,6,1,21,"Male",0,0,0,34.0666666666667,3.7,"May 28_3","R_AtFUQykhgb9Cmzv",1
"375",1,4,4,45,"Male",1,0,1,10.9,4.1,"May 28_3","R_3kL1LziyJu3Bxp0",1
"376",1,5,2,18,"Male",1,0,1,12.7333333333333,4.5,"May 28_3","R_24vi69sYMb6s6ve",1
"377",0,2,3,56,"Male",1,0,0,15,5,"May 28_3","R_xE3mKE5PYmR40et",1
"378",0,4,1,20,"Female",0,0,0,9.2,4.6,"May 28_3","R_12Fr9I3WYkk0b7x",1
"379",1,6,1,31,"Female",0,0,0,22.45,2.5,"May 28_3","R_esQlcxHcFUscJJT",1
"380",0,3,1,18,"Female",2,0,0,32.95,4.3,"May 28_3","R_27lFVcynsQvO8oR",1
"381",0,4,2,23,"Female",0,0,0,11.7166666666667,2.6,"May 28_3","R_1jkyxBVpkWQanKE",1
"382",0,4,1,29,"Male",0,0,0,9.25,3.1,"May 28_3","R_2zwmSymN5F8rdtJ",1
"383",0,6,0,18,"Female",2,0,0,13.9833333333333,3.6,"May 28_3","R_2zXX4gHZJ08FHJk",1
"384",0,2,1,20,"Female",2,0,0,17.2833333333333,4.4,"May 28_3","R_40ih2iBRRbDLNXb",1
"385",0,3,4,33,"Male",1,0,0,15.3166666666667,4.6,"May 28_3","R_3O8ixOasrTG3JiK",1
"386",0,4,1,65,"Female",1,0,0,60,3,"May 28_3","R_AFICeAoYF98yCKB",1
"387",0,1,3,58,"Male",0,0,0,35.85,4,"May 28_3","R_1q9wwCg7uRUfhqG",1
"388",1,7,3,60,"Male",1,0,0,25.65,4,"May 28_3","R_33jneYhWn0xpGja",1
"389",0,3,1,75,"Male",1,0,0,27.25,3.9,"May 28_3","R_1pxj4VAa0xK5tu4",1
"390",0,3,3,52,"Female",1,0,0,54.6666666666667,3.8,"May 28_3","R_s72lXcorJROkRB7",1
"391",1,7,3,50,"Male",2,0,0,25.0333333333333,2.6,"May 28_3","R_2D7vPF0Yi0UHLhk",1
"392",0,4,3,52,"Male",3,0,0,27.0333333333333,4.3,"May 28_3","R_2TLyQVJu46hn5So",1
"393",1,7,3,45,"Male",2,0,0,24.0333333333333,4.5,"May 28_3","R_3nCQniMnF4KOJqU",1
"394",1,6,1,61,"Male",0,0,1,20.1833333333333,5,"May 28_3","R_3MMUt3fnZK09Vhu",1
"395",0,3,1,66,"Female",3,0,0,24.7166666666667,4.6,"May 28_3","R_8HXCR8e9Ek8CGmB",1
"396",1,7,1,19,"Female",0,0,1,10.3333333333333,5,"Jun 1_1","R_2xXl0cCgOnoljGO",0
"397",0,5,3,49,"Male",1,1,0,12.0333333333333,4.2,"Jun 1_1","R_3JkOa4HTwtdYEHv",0
"398",0,5,3,65,"Female",1,1,0,24.1166666666667,4.7,"Jun 1_1","R_1ML1yHeaNRNZmMw",0
"399",0,1,5,29,"Female",2,0,0,11.7333333333333,4.5,"Jun 1_1","R_yk084j3S4m8ubLj",0
"400",0,4,1,21,"Female",2,0,0,8.03333333333333,2.3,"Jun 1_1","R_3Giyk6KiUaZqTWn",0
"401",0,2,4,36,"Female",1,0,0,30.5166666666667,4.6,"Jun 1_1","R_0JVjIUcs7rA6R8Z",0
"402",1,6,4,30,"Male",2,1,0,37.0833333333333,4.5,"Jun 1_1","R_1o5rbjFXr8U2RXi",0
"403",1,6,1,18,"Male",0,1,1,13.2666666666667,3.7,"Jun 1_1","R_PO3OaDyiYRAL0lP",0
"404",1,5,3,39,"Male",1,0,1,14.25,4.6,"Jun 1_1","R_1jldEk0h0MM7dqo",0
"405",1,6,4,42,"Male",2,1,0,36.2833333333333,3.8,"Jun 1_1","R_31i7lQZlIvQpo1i",0
"406",0,6,1,42,"Male",2,0,0,60,4,"Jun 1_1","R_1pArYJugXWt2p6j",0
"407",1,6,2,68,"Male",0,1,1,26.0333333333333,2.6,"Jun 1_1","R_1IYlWsahZkmENH0",0
"408",1,7,1,65,"Male",3,1,1,25.9666666666667,3.1,"Jun 1_1","R_3dRF53pKvDklAzA",0
"409",1,7,4,44,"Male",2,1,1,12.1,3.7,"Jun 1_1","R_3RsvTUEcdkpa5aC",0
"410",0,3,3,30,"Male",1,0,0,11.8166666666667,4.7,"Jun 1_1","R_3G6AnCBE4RtpbA8",0
"411",1,3,3,29,"Male",0,0,0,7.3,3.9,"Jun 1_1","R_1Pel06o0nrH9ATK",0
"412",1,7,3,25,"Male",3,1,1,12.1166666666667,5,"Jun 1_1","R_2YJUxOiSphH7MEa",0
"413",1,7,4,32,"Male",2,0,1,13.7,4.3,"Jun 1_1","R_31TT23zwAdT9tDU",0
"414",0,4,5,40,"Male",2,0,1,23.5333333333333,4,"Jun 1_1","R_3CD8Df9sZcpvE49",0
"415",0,4,1,50,"Male",0,0,0,29.2333333333333,3.7,"Jun 1_1","R_1M4FKrqVOTIjKTr",0
"416",1,5,1,18,"Female",2,0,0,16.2,3.4,"Jun 1_3","R_1dtbbD81ZtMu7Pp",0
"417",0,3,1,63,"Male",1,0,0,16.4666666666667,1.9,"Jun 1_3","R_2SCvbQVV0UKelSB",0
"418",0,3,3,45,"Male",2,1,0,19.9333333333333,4.7,"Jun 1_3","R_1jv4wMYuc70NrmJ",0
"419",1,7,1,63,"Female",0,1,0,21.5,3.4,"Jun 1_3","R_3OpQdxwPNkmf77I",0
"420",1,6,2,67,"Female",1,1,1,22.3333333333333,4.6,"Jun 1_3","R_21oKGBp2PfnLzG6",0
"421",0,2,3,72,"Male",2,0,0,22.3333333333333,3.5,"Jun 1_3","R_2UaAGVuEXQRzOiz",0
"422",0,3,3,48,"Female",0,0,0,29.75,2.5,"Jun 1_3","R_3PXjipdWUkak5k9",0
"423",0,1,1,40,"Female",0,0,0,38.15,4,"Jun 1_3","R_1CBodPjPMCtANT8",0
"424",0,5,4,34,"Female",0,0,0,18.6666666666667,4.2,"Jun 1_3","R_3nkkymdrKhUDz2b",0
"425",1,7,4,46,"Female",1,0,0,16.8,3.8,"Jun 1_3","R_20Pzcmzi67CNorj",0
"426",1,7,1,33,"Female",0,0,0,35.7333333333333,3.8,"Jun 1_3","R_Z1BQDmQUpX0Pcgp",0
"427",0,3,1,22,"Male",1,1,0,26.3666666666667,3.6,"Jun 1_3","R_12PWov92dkSiZN2",0
"428",0,4,1,20,"Male",2,1,0,11.1333333333333,3.6,"Jun 1_3","R_DH9dZol1UWK0Pap",0
"429",0,4,4,74,"Male",3,1,0,38.05,4.9,"Jun 1_3","R_1IQwcIEUgUNYP51",0
"430",1,6,3,30,"Male",1,0,0,11.2166666666667,3.4,"Jun 1_3","R_1IjajgcAMwTfElX",0
"431",0,3,2,35,"Male",0,0,0,46.3166666666667,4.7,"Jun 1_3","R_2PiqsHvcudgsDRj",0
"432",1,6,3,22,"Male",1,0,0,16.9,4.1,"Jun 1_3","R_1rqR90DP0Nj7aus",0
"433",0,1,3,54,"Male",1,0,0,32.9,4.2,"Jun 1_3","R_2TtaXOjWpxd761t",0
"434",0,3,3,38,"Male",0,0,1,24.3166666666667,4.8,"Jun 1_3","R_vk8mcVCnqNYeBQl",0
"435",0,3,3,20,"Male",2,0,0,14.5333333333333,3,"Jun 1_3","R_AGS8YC1YZ4V7S6d",0
"436",0,4,3,55,"Male",3,1,0,29.85,5,"Jun 1_3","R_sGobJE4PqP8NeM1",0
"437",0,2,0,18,"Male",2,0,0,13.2333333333333,3.8,"Jun 1_3","R_24vJUM6YRExnJBy",0
"438",0,1,3,67,"Male",3,1,0,27.4,4.5,"Jun 1_3","R_3Dp7UOmpTzPVUJk",0
"439",0,5,1,19,"Male",1,0,0,35.55,4.4,"Jun 1_3","R_2DYxPLR29FY1M3i",0
"440",0,6,2,65,"Male",1,0,0,51.8333333333333,5,"Jun 1_3","R_3NQJbaDUibUS4fl",0
"441",0,4,3,30,"Male",0,0,0,12.3666666666667,3.4,"Jun 1_3","R_2rHj0IXRZGZm5cr",0
"442",0,6,4,26,"Male",1,1,0,11.1166666666667,3.6,"Jun 1_3","R_1FeWJ1uJN1FweGQ",0
"443",0,1,5,39,"Male",3,0,0,17.9666666666667,4.3,"Jun 1_3","R_zdqCK4TJDQmfKW5",0
"444",0,5,3,31,"Male",1,0,0,9.31666666666667,1.8,"Jun 1_3","R_3HRNpP8mc9xL4ys",0
"445",0,5,1,29,"Male",2,0,0,34.7333333333333,4.6,"Jun 1_3","R_3CBCkHZgwNcK0XR",0
"446",1,4,4,58,"Male",1,0,0,22.8166666666667,4.6,"Jun 10_1","R_3PuBpYRvfKQbhKF",0
"447",0,4,3,64,"Female",0,0,0,18.6833333333333,2.9,"Jun 10_1","R_AoDJpO4lJxRsQHD",0
"448",0,5,3,30,"Female",1,0,0,19.5166666666667,4.1,"Jun 10_1","R_RCYIwGhlp5ytKKZ",0
"449",0,3,3,63,"Male",3,1,0,18.2333333333333,4,"Jun 10_1","R_2q8xe9r8kidRbHV",0
"450",0,1,1,74,"Female",0,0,0,21.9333333333333,4.2,"Jun 10_1","R_DwvTwBHPg8SIMBX",0
"451",0,4,1,68,"Female",0,0,0,33.2,3.4,"Jun 10_1","R_3kCdEkeX5LvVbee",0
"452",0,4,1,60,"Male",1,0,0,22.4166666666667,2.6,"Jun 10_1","R_1CxS7PavFqK0Gxc",0
"453",0,2,1,69,"Male",0,0,0,15.7333333333333,5,"Jun 10_1","R_DdXw5MoXLMQyUSd",0
"454",0,6,2,37,"Male",0,1,0,10.2,1.4,"Jun 10_1","R_1jdHlOwZT2Mkg5H",0
"455",0,3,3,30,"Female",1,0,0,38.0833333333333,4.5,"Jun 10_1","R_STbvrIALUQFn2mZ",0
"456",0,4,2,71,"Female",2,0,0,21.5833333333333,2.1,"Jun 10_1","R_OfkB3iMsXqXjV3X",0
"457",0,3,1,24,"Male",1,1,1,25.6,4.1,"Jun 10_1","R_DUi8Q5tir1wuNcl",0
"458",0,5,1,62,"Male",0,1,1,25.15,2.5,"Jun 10_1","R_7V3Yh42JrjYCQBX",0
"459",1,6,1,67,"Male",0,1,1,45.3,5,"Jun 10_1","R_1DPjhQy8xC6pdTO",0
"460",1,5,2,25,"Male",1,0,1,8.06666666666667,4.5,"Jun 10_1","R_3shRo1iZnRFpAjc",0
"461",0,2,2,68,"Male",1,0,0,10.6166666666667,2.2,"Jun 10_1","R_2B9gzZaWBRMK1vi",0
"462",1,7,3,40,"Male",3,0,1,40,3.8,"Jun 10_1","R_3fIQFIxcreorMOq",0
"463",0,5,4,63,"Male",1,1,0,27.1333333333333,3.8,"Jun 10_1","R_3j38ZeGdvDGdZmh",0
"464",0,4,3,41,"Male",3,0,1,11.7,4.8,"Jun 10_1","R_1LHjUE5TjDfTEvu",0
"465",0,4,3,36,"Female",1,0,0,6.05,2.1,"Jun 10_1","R_3CNKV3AxKXzdVrY",0
"466",1,7,3,27,"Female",0,1,0,18.45,2.7,"Jun 10_1","R_3PnPIDgvBKKqiQy",0
"467",1,7,1,18,"Female",0,0,0,23.9,3.1,"Jun 10_1","R_YXk30W4BeTBtByp",0
