"","X1","Susc_FN","Evaluation","Likert_Evaluation","Education_Score","Age","Gender","Income_Score","Dummy_Congruence","Familiar_Dummy","Duration","Dig_Lit_Avg","Article_day","ResponseId","Ideology_Score","Treat_Search","True_Dummy","Article"
"187","187","1","True",7,1,61,1,0,1,"0","20.95","4.6","Jun 15_2","R_2VR3FybIIN4ZhPH","-2",1,1,"2"
"188","188","1","True",5,5,55,0,1,0,"0","27.3333333333333","3.2","Jun 15_2","R_2us4LBmFZtoJB2R","2",1,1,"2"
"189","189","0","CND",4,3,76,0,2,1,"0","19","1","Jun 15_2","R_1PUCHUEBTMCiTDf","-1",1,0,"2"
"190","190","0","CND",4,1,57,0,0,0,"0","21.7333333333333","3","Jun 15_2","R_pbGjia2BnJlpy37","0",1,0,"2"
"191","191","1","True",6,2,57,0,0,0,"1","47.3666666666667","3.6","Jun 15_2","R_1PXbJiRezK3obBJ","0",1,1,"2"
"192","192","1","True",6,3,36,0,2,0,"0","15.55","4.1","Jun 15_2","R_2rvKxLc80tsIwYg","2",1,1,"2"
"193","193","0","Misl/False",5,4,68,0,0,0,"1","38.5","3","Jun 15_2","R_2QET1bvrF96NOhU","1",1,0,"2"
"194","194","1","True",5,3,43,0,3,1,"0","10.15","4.3","Jun 15_2","R_1EaH96fSNtxxypm","-2",1,1,"2"
"195","195","1","True",5,3,27,0,0,1,"0","16.2833333333333","4.1","Jun 15_2","R_b49UHNxp3EAoVs5","-2",1,1,"2"
"196","196","1","True",6,4,41,0,2,0,"0","21.6166666666667","4.8","Jun 15_2","R_1HqvfOp1rJXEWcW","0",1,1,"2"
"197","197","1","True",7,2,30,0,1,0,"0","17.4166666666667","4.7","Jun 15_2","R_sR0aWlTUZKtLUE9","0",1,1,"2"
"198","198","1","True",6,1,19,1,2,1,"1","20.25","3.2","Jun 15_2","R_2tzmNp8415eTsWo","-3",1,1,"2"
"199","199","0","Misl/False",4,3,46,1,3,0,"1","10.5666666666667","4.5","Jun 15_2","R_2uHsFe2WgUpiFjT","3",1,0,"2"
"200","200","1","True",6,1,18,1,3,1,"0","11.6","3.9","Jun 15_2","R_DOHvvp8l1OdufV7","-3",1,1,"2"
"201","201","1","True",5,3,30,1,2,1,"0","13.2333333333333","5","Jun 15_2","R_2ZBLoHdBzCBE66n","-2",1,1,"2"
"202","202","0","CND",4,1,18,1,3,NA,"0","8.58333333333333","3.4","Jun 15_2","R_3O9uPMGNLE2kmg1",NA,1,0,"2"
"203","203","1","True",5,3,26,1,1,0,"1","10.3666666666667","1","Jun 15_2","R_1lmkaqS7toZtYaD","1",1,1,"2"
"204","204","0","CND",2,1,38,1,0,1,"0","31.4833333333333","3.8","Jun 15_2","R_12zhVky7BC9W1te","-2",1,0,"2"
"205","205","0","CND",4,2,41,1,2,1,"0","39.3666666666667","4","Jun 15_2","R_5pvrTaorWI5PgZP","-2",1,0,"2"
"206","206","1","True",7,3,50,1,1,0,"0","16.55","5","Jun 15_2","R_DGX8UUGaLDgKuY1","3",1,1,"2"
"207","207","1","True",6,2,69,1,0,0,"0","27.7333333333333","4.3","Jun 15_4","R_1HeovHyh9UITRCF","3",1,1,"4"
"208","208","1","True",6,1,72,1,0,0,"0","30.7333333333333","2.9","Jun 15_4","R_3qlf2cSUXpBTPdy","3",1,1,"4"
"209","209","1","True",6,3,63,1,0,0,"0","26.7","3.6","Jun 15_4","R_xD9oXjrLe155Fbr","2",1,1,"4"
"210","210","1","True",7,1,55,0,1,0,"1","60","3.8","Jun 15_4","R_3iWtGnWeOlAhZY6","2",1,1,"4"
"211","211","0","CND",5,3,22,1,3,0,"1","10.3833333333333","4.9","Jun 15_4","R_2citlw9qHOgoZlL","0",1,0,"4"
"212","212","1","True",6,5,38,0,2,0,"0","11.1","5","Jun 15_4","R_3hgr2JyMV8FA5as","-2",1,1,"4"
"213","213","1","True",5,2,59,1,0,0,"0","14.3333333333333","1.9","Jun 15_4","R_1QsgzZGDYUrXCMU","-3",1,1,"4"
"214","214","1","True",7,4,78,0,3,0,"1","17","2.7","Jun 15_4","R_1k0119hwZAF9HjD","-2",1,1,"4"
"215","215","0","CND",4,4,79,0,3,0,"1","48.1666666666667","3.4","Jun 15_4","R_yDsHfvj1sZND1zX","0",1,0,"4"
"216","216","1","True",6,4,45,1,1,0,"1","35.35","4.5","Jun 15_4","R_3MFeYoY6LwdW3ua","1",1,1,"4"
"217","217","0","CND",5,1,71,1,1,0,"1","21.0333333333333","4.6","Jun 15_4","R_21GSofoJaysGXF0","2",1,0,"4"
"218","218","1","True",6,4,48,0,0,0,"0","13.4833333333333","4.3","Jun 15_4","R_C9XbLmJGiRpc5yh","0",1,1,"4"
"219","219","1","True",7,3,77,0,2,0,"0","40.7833333333333","3.1","Jun 15_4","R_3nquyA5G1jeWmu2","1",1,1,"4"
"220","220","1","True",7,5,42,0,2,0,"0","9.95","4.7","Jun 15_4","R_2P5aQK1MCnFR33D","3",1,1,"4"
"221","221","1","True",6,3,72,0,2,0,"1","20.6","3.9","Jun 15_4","R_27xH4sq7tRSqfzf","2",1,1,"4"
"222","222","1","True",7,3,29,0,1,0,"0","28.45","4.8","Jun 15_4","R_1r7TUpz7FjovKtG","-3",1,1,"4"
"223","223","1","True",6,3,46,0,1,0,"1","19.6","4","Jun 15_4","R_0VTBq3VBzig0sVP","-2",1,1,"4"
"224","224","1","True",7,4,34,0,1,0,"1","35.35","4.5","Jun 15_4","R_eYfdMemXIthhEXv","-3",1,1,"4"
"225","225","1","True",7,5,35,0,3,0,"1","33.7","4.5","Jun 15_4","R_2R22hnQWQHpmjO9","3",1,1,"4"
"226","226","0","CND",4,1,32,0,0,0,"0","16.8166666666667","1.9","Jun 15_4","R_9AVSgVJUFBAybTz","0",1,0,"4"
"227","227","1","True",7,4,19,0,2,0,"1","16.4666666666667","4.8","Jun 15_4","R_a9PJXmqWcpwnqRb","1",1,1,"4"
"228","228","0","CND",4,3,22,1,1,0,"1","9.48333333333333","3.6","Jun 15_4","R_1Fnx9XIh2osqOuL","-2",1,0,"4"
"229","229","0","Misl/False",4,4,25,1,1,0,"1","5.41666666666667","3.3","Jun 15_4","R_3PnVgC03ij8aCvE","1",1,0,"4"
"230","230","1","True",5,1,20,0,2,0,"0","21.25","4.3","Jun 15_4","R_2anOm9EVPaTaQS6","-3",1,1,"4"
"231","231","1","True",7,1,22,1,2,0,"1","20","4.2","Jun 15_4","R_2tEk9osEluYtWor","0",1,1,"4"
"232","232","0","CND",3,1,37,1,0,NA,"0","20.5","3.2","Jun 15_4","R_2YCUdxuvEKPxtKe",NA,1,0,"4"
"233","233","1","True",7,1,18,1,3,0,"1","11.7833333333333","3.8","Jun 15_4","R_3ElOEoCTodu7esm","-2",1,1,"4"
"234","234","1","True",5,3,30,1,0,0,"0","16.25","4.6","Jun 15_4","R_2zUxJcjBqT6uTuM","-3",1,1,"4"
"235","235","1","True",7,3,25,1,1,0,"1","17.1666666666667","4.2","Jun 15_4","R_3CO9vLlbnINIz61","-1",1,1,"4"
"236","236","1","True",7,1,39,1,1,0,"0","31.4","4.1","Jun 15_4","R_2VrU8VupyyF4FcR","3",1,1,"4"
"237","237","1","True",7,1,18,0,1,0,"0","27.6833333333333","3.6","Jun 15_5","R_2QrlASggUxS211I","1",1,1,"5"
"238","238","1","True",7,1,65,1,0,0,"1","55.8833333333333","2.4","Jun 15_5","R_3ESiEGaMmaToI9r","0",1,1,"5"
"239","239","1","True",6,3,62,1,0,0,"0","60","2.8","Jun 15_5","R_2ClDQSiYcQsKK0e","-1",1,1,"5"
"240","240","1","True",7,3,61,0,0,0,"1","26.5666666666667","5","Jun 15_5","R_2cwKNMwSTmISreG","0",1,1,"5"
"241","241","1","True",4,1,60,0,0,0,"0","20.5166666666667","3.6","Jun 15_5","R_2R9WbElaHnx1yFn","-1",1,1,"5"
"242","242","1","True",7,1,57,0,0,0,"0","20.15","2.2","Jun 15_5","R_12hFYgCugPczJR6","0",1,1,"5"
"243","243","1","True",7,3,45,0,3,0,"1","30.5333333333333","4","Jun 15_5","R_3Ja2kOgRsojTdYR","1",1,1,"5"
"244","244","1","True",6,4,59,1,3,0,"0","9.03333333333333","4.5","Jun 15_5","R_30l2Z8lS3CeQA9J","0",1,1,"5"
"245","245","1","True",6,3,56,0,1,0,"1","11.9333333333333","3.5","Jun 15_5","R_86ssx1jpNUhbJu1","-1",1,1,"5"
"246","246","1","True",5,4,69,0,1,0,"1","24.4833333333333","3.7","Jun 15_5","R_vi6Os0mWjjfaTHH","2",1,1,"5"
"247","247","1","True",6,1,18,0,0,NA,"0","44.9166666666667","2.2","Jun 15_5","R_SUHs7a2tIoTxcT7",NA,1,1,"5"
"248","248","0","CND",3,3,37,0,0,0,"0","28.9166666666667","3.1","Jun 15_5","R_129BGtIv1GnzkQ8","-2",1,0,"5"
"249","249","1","True",5,4,60,0,0,0,"0","13.1666666666667","2.4","Jun 15_5","R_33m4nxSp1Y8MesJ","-3",1,1,"5"
"250","250","1","True",7,3,22,0,1,0,"0","6.53333333333333","4.3","Jun 15_5","R_1PdFKHVZmTJ86en","0",1,1,"5"
"251","251","1","True",6,3,58,0,2,0,"1","15.3166666666667","5","Jun 15_5","R_z0alk9FAdZXrXgJ","2",1,1,"5"
"252","252","0","CND",6,3,55,0,2,0,"1","21.4","4.6","Jun 15_5","R_3PvIhXgf0UHpmrH","-1",1,0,"5"
"253","253","1","True",7,1,18,0,2,0,"1","25.1333333333333","3.9","Jun 15_5","R_2tmTWKTIoiDcpbQ","-2",1,1,"5"
"254","254","1","True",7,1,18,1,2,0,"1","10.8166666666667","3.8","Jun 15_5","R_2wdwa72l4aLDtbB","-2",1,1,"5"
"255","255","1","True",6,1,18,1,2,0,"1","24.3333333333333","4.2","Jun 15_5","R_1M5QZQpaSwAyHNy","0",1,1,"5"
"256","256","1","True",6,0,27,1,0,NA,"0","48.6833333333333","3.8","Jun 15_5","R_RCXsWVfGJBUkMxP",NA,1,1,"5"
"257","257","1","True",5,1,18,1,0,0,"1","19.6833333333333","3.3","Jun 15_5","R_3p4PHR38XTf10hb","-1",1,1,"5"
"258","258","1","True",7,2,49,1,0,0,"1","29.55","4.4","Jun 15_5","R_RxnoqC0boIrO1X3","-2",1,1,"5"
"259","259","1","True",7,1,39,1,0,0,"1","6.95","4.3","Jun 15_5","R_xnIpB9asHCxiHCh","3",1,1,"5"
"260","260","0","CND",4,4,43,1,1,0,"0","12.6666666666667","2.7","Jun 17_1","R_3PbDLjIDKeSakLg","0",1,0,"1"
"261","261","1","True",4,1,29,1,0,1,"0","7.16666666666667","3.5","Jun 17_1","R_3e1XEes0AgxQOOF","3",1,1,"1"
"262","262","1","True",6,1,66,1,1,1,"1","15.7333333333333","3.8","Jun 17_1","R_XEOlFdkJ4e2gZxv","3",1,1,"1"
"263","263","1","True",6,2,73,0,1,1,"0","20.1666666666667","3.7","Jun 17_1","R_R49tieUkhoBC8Nj","3",1,1,"1"
"264","264","0","CND",4,2,65,0,1,0,"0","14.4333333333333","1.3","Jun 17_1","R_1ihaicJGlAkRSn6","0",1,0,"1"
"265","265","1","True",5,0,69,1,0,0,"0","28.4833333333333","4.7","Jun 17_1","R_1fjuwfFLdocwgV8","0",1,1,"1"
"266","266","0","Misl/False",5,3,71,0,2,1,"1","27.05","2","Jun 17_1","R_2zGBeKIfs5rvSbx","3",1,0,"1"
"267","267","0","CND",4,3,36,1,1,0,"0","22.6833333333333","3.7","Jun 17_1","R_dcfrw9L7W7RH0OZ","0",1,0,"1"
"268","268","0","Misl/False",4,2,39,0,0,0,"0","9.76666666666667","4.8","Jun 17_1","R_24qpaxsXdZJ9Ed7","-2",1,0,"1"
"269","269","1","True",6,3,72,1,0,1,"0","43.0833333333333","4.3","Jun 17_1","R_3M9TfDqlZTPTGIM","1",1,1,"1"
"270","270","0","CND",4,2,69,0,0,1,"1","21.5166666666667","4.6","Jun 17_1","R_3NV3BJJ6BFtGBpH","3",1,0,"1"
"271","271","0","Misl/False",4,1,58,1,1,0,"0","19.5833333333333","4.3","Jun 17_1","R_R4aEJiZUFrqI4WR","-1",1,0,"1"
"272","272","0","CND",4,1,56,1,0,0,"0","30.0833333333333","2.1","Jun 17_1","R_29tUwXbiXeNNEaY","-2",1,0,"1"
"273","273","0","CND",4,1,71,1,1,NA,"0","31.05","2.4","Jun 17_1","R_1llxpiFtlnRAwdG",NA,1,0,"1"
"274","274","0","Misl/False",3,2,49,0,0,1,"0","10.8333333333333","4.1","Jun 17_1","R_55vD0IELxlN7BRf","1",1,0,"1"
"275","275","0","CND",4,1,66,1,0,0,"0","20.5833333333333","2.5","Jun 17_1","R_xgxCPLSwG3eVhZL","0",1,0,"1"
"276","276","1","True",5,4,43,0,2,1,"0","42.2666666666667","4.1","Jun 17_1","R_x47jIuI2MEUPlWF","2",1,1,"1"
"277","277","1","True",5,3,52,1,0,0,"0","33.6833333333333","3.8","Jun 17_1","R_2VdRSTVI0azGatY","-2",1,1,"1"
"278","278","0","Misl/False",1,1,38,0,2,0,"0","18.8333333333333","3.3","Jun 17_1","R_1K2wC3tvL4IeoPv","0",1,0,"1"
"279","279","0","Misl/False",7,1,21,0,1,0,"1","13.0166666666667","5","Jun 17_1","R_3DySZI7WikBQwlH","0",1,0,"1"
"280","280","1","True",5,5,37,1,1,0,"0","60","3.7","Jun 17_1","R_28TGTkmqHmJb9ON","0",1,1,"1"
"281","281","0","Misl/False",4,3,27,1,0,0,"0","24.3833333333333","4.1","Jun 17_1","R_1HdTuDv4bE0tFG7","-2",1,0,"1"
"282","282","0","Misl/False",4,2,20,1,0,0,"0","7","3.2","Jun 17_1","R_3hxX5LbUjE2rJt6","0",1,0,"1"
"283","283","1","True",5,1,18,1,1,0,"1","10.2","2.2","Jun 17_1","R_3QWPFHn5VULV4yE","-3",1,1,"1"
"284","284","0","CND",4,1,19,1,1,NA,"1","28.1833333333333","3.6","Jun 17_1","R_RPjGwfqFcNpgFCF",NA,1,0,"1"
"285","285","1","True",6,1,19,1,1,0,"1","5.85","4.1","Jun 17_1","R_2ebpY3yF6ZeKMz0","-2",1,1,"1"
"286","286","0","CND",5,1,46,1,2,0,"0","31.0166666666667","3.5","Jun 17_1","R_2uqxmauvtWKJYww","-2",1,0,"1"
"287","287","1","True",7,1,38,1,0,0,"1","24.5","4.1","Jun 17_1","R_tKW5o8RFukdytfr","-2",1,1,"1"
"288","288","0","CND",4,1,34,1,0,0,"0","60","3.1","Jun 17_1","R_3ereYqsA7gi0dzg","0",1,0,"1"
"289","289","0","CND",5,1,25,0,0,0,"1","18.2166666666667","3.9","Jun 17_1","R_2AFJPXUso0KXdiM","-1",1,0,"1"
"290","290","0","CND",2,3,69,1,0,0,"0","15.5666666666667","3.3","Jun 17_2","R_2UaWE4ZrKPP1hfG","1",1,0,"2"
"291","291","1","True",6,3,60,1,3,1,"1","19.5833333333333","4.1","Jun 17_2","R_3L5QQ9Vegr5BefK","-1",1,1,"2"
"292","292","1","True",6,1,59,1,1,0,"0","18.9","3","Jun 17_2","R_Dp2nJ9edsLxVg1b","3",1,1,"2"
"293","293","1","True",7,1,35,1,0,0,"1","24.4333333333333","3","Jun 17_2","R_2vj1gkmRN4tDB4O","0",1,1,"2"
"294","294","0","CND",4,3,38,1,2,1,"1","29.5","3.3","Jun 17_2","R_1M3waMIE4m3LI7Q","-1",1,0,"2"
"295","295","0","Misl/False",4,4,48,0,3,0,"0","15.1166666666667","4.4","Jun 17_2","R_A6YX02PqcKUmP2p","0",1,0,"2"
"296","296","0","CND",5,3,47,0,1,0,"0","12.3666666666667","3.7","Jun 17_2","R_1GQzeYI3B1NYXG9","0",1,0,"2"
"297","297","0","Misl/False",4,3,33,0,0,0,"0","18.6666666666667","5","Jun 17_2","R_V2PJPWc69udjrON","0",1,0,"2"
"298","298","0","Misl/False",3,1,73,0,2,0,"0","30.5833333333333","2","Jun 17_2","R_2w6ILjwmEfyDDtd","2",1,0,"2"
"299","299","0","CND",5,1,70,0,1,0,"0","29.2833333333333","3.6","Jun 17_2","R_3fctPlM0pK7aJs6","0",1,0,"2"
"300","300","1","True",7,4,44,0,2,1,"1","12.6166666666667","4.7","Jun 17_2","R_1oiLOD3HJD3KYDg","-3",1,1,"2"
"301","301","1","True",7,5,45,0,3,1,"1","49.6833333333333","4.7","Jun 17_2","R_8Am22m0xxjk4gvL","-3",1,1,"2"
"302","302","1","True",6,3,69,0,0,0,"0","38.4333333333333","3.8","Jun 17_2","R_10PMPb1yXiiwL0h","1",1,1,"2"
"303","303","0","CND",4,3,45,0,0,0,"0","10.6833333333333","2.6","Jun 17_2","R_AModKZhf7cvfvIl","0",1,0,"2"
"304","304","1","True",6,1,57,1,0,1,"1","21.8","2.5","Jun 17_2","R_3lVvqSdgnmAKNGg","-1",1,1,"2"
"305","305","0","CND",4,3,68,0,0,1,"1","34.7","3.1","Jun 17_2","R_6WPCSQS5jDYOkY9","-2",1,0,"2"
"306","306","0","Misl/False",1,3,48,1,2,0,"1","22.1666666666667","4.9","Jun 17_2","R_2xQ2AI5fjDquvT2","2",1,0,"2"
"307","307","1","True",6,5,72,0,3,1,"0","33.8333333333333","4.3","Jun 17_2","R_2S2EJVadOgOv4D5","-2",1,1,"2"
"308","308","1","True",5,1,32,0,0,0,"0","16.6166666666667","3.8","Jun 17_2","R_bODZUNgMWaovQk1","0",1,1,"2"
"309","309","1","True",7,3,56,0,3,1,"0","26.5166666666667","3.3","Jun 17_2","R_1QsJR1iyvHOtNO5","-1",1,1,"2"
"310","310","1","True",7,3,74,0,1,0,"0","60","3.1","Jun 17_2","R_3GCmzumLb2GViVA","2",1,1,"2"
"311","311","1","True",6,4,34,0,1,1,"0","58.8833333333333","3","Jun 17_2","R_2CWHDwvI6nsi5cB","-1",1,1,"2"
"312","312","0","Misl/False",1,2,63,0,0,0,"0","28.5166666666667","2.9","Jun 17_2","R_3ikIqarL0p1KTWG","1",1,0,"2"
"313","313","1","True",6,0,41,0,0,0,"0","18.95","3.4","Jun 17_2","R_3qwaZkEDBUZsmDZ","2",1,1,"2"
"314","314","0","CND",5,3,47,0,0,0,"0","40.1","2.3","Jun 17_2","R_2RQFH5omGwX6TQy","2",1,0,"2"
"315","315","1","True",7,1,41,0,1,1,"1","22.4666666666667","4.3","Jun 17_2","R_1l4rYQu4qXDnbp0","-2",1,1,"2"
"316","316","0","CND",4,2,27,0,0,0,"1","38.95","3.8","Jun 17_2","R_3sBNXWDc7B9QO3t","0",1,0,"2"
"317","317","0","CND",3,3,31,1,2,0,"0","15.7666666666667","3.5","Jun 17_2","R_W86aUqObO34KxDb","1",1,0,"2"
"318","318","1","True",5,3,43,1,1,0,"1","18.7666666666667","4","Jun 17_2","R_27QLhv1L8dABBop","2",1,1,"2"
"319","319","1","True",5,4,32,1,1,1,"0","19.5166666666667","4.4","Jun 17_2","R_3L6USUXYZVMxt7C","-2",1,1,"2"
"320","320","1","True",5,3,27,1,0,1,"0","8.66666666666667","4.2","Jun 17_2","R_3QSOR3tFOpBIH5m","-2",1,1,"2"
"321","321","1","True",6,2,18,1,1,0,"0","31.9333333333333","3.9","Jun 17_2","R_3saAmo5yF4OzOOZ","0",1,1,"2"
"322","322","1","True",7,1,36,1,0,1,"0","16.45","4.3","Jun 17_2","R_UYYZPkQcSoxirBf","-3",1,1,"2"
"323","323","0","Misl/False",4,3,39,1,1,0,"0","10.3","2.9","Jun 17_3","R_3hGYs9x5UEuirDX","-1",1,0,"3"
"324","324","1","True",7,4,67,0,2,0,"0","11.1333333333333","3.7","Jun 17_3","R_2rDCHlJXoD9roqT","0",1,1,"3"
"325","325","1","True",7,1,20,1,3,0,"0","13.2","4","Jun 17_3","R_pL4yRDavzBSGxGh","-3",1,1,"3"
"326","326","1","True",7,1,22,1,0,0,"0","30.1","3.6","Jun 17_3","R_1QcsZ02ogHINq7w","-2",1,1,"3"
"327","327","1","True",7,1,50,0,0,0,"0","31.5666666666667","3.9","Jun 17_3","R_ptLpTZ3reqQOxep","0",1,1,"3"
"328","328","1","True",6,4,39,0,2,0,"0","21.95","3.7","Jun 17_3","R_XXRtCZeQWnGBsNb","-3",1,1,"3"
"329","329","1","True",7,3,64,0,0,0,"0","14.5333333333333","4.6","Jun 17_3","R_8p6Zs71bo3zFkJP","0",1,1,"3"
"330","330","1","True",5,3,67,0,1,0,"0","21.9166666666667","4.6","Jun 17_3","R_yImITnQ2hcV9yEN","2",1,1,"3"
"331","331","1","True",6,3,61,0,0,0,"0","24.95","4.3","Jun 17_3","R_1MX5CR6VXAoFkSx","1",1,1,"3"
"332","332","1","True",6,3,42,0,3,0,"0","25.4333333333333","4.5","Jun 17_3","R_1rqu3RKZ4zCfUwM","1",1,1,"3"
"333","333","1","True",7,4,66,0,2,0,"0","54.1333333333333","5","Jun 17_3","R_3G2pBO1vpLoGpML","-2",1,1,"3"
"334","334","0","CND",4,1,43,0,0,0,"0","19.3333333333333","3.8","Jun 17_3","R_xlbzAaiwkQRInrr","0",1,0,"3"
"335","335","0","CND",4,3,43,0,1,0,"0","32.2666666666667","3","Jun 17_3","R_2wiyhUJMi5Ndvfy","0",1,0,"3"
"336","336","1","True",6,1,60,0,0,NA,"0","40.0666666666667","2.5","Jun 17_3","R_2Bbwuibt4ed9IEM",NA,1,1,"3"
"337","337","1","True",5,3,35,0,0,0,"0","15.1666666666667","3.9","Jun 17_3","R_3L0TOTiXd15eEU7","0",1,1,"3"
"338","338","1","True",7,1,66,0,0,0,"0","19.1","2.9","Jun 17_3","R_1ib8SPRfqj2OQAw","3",1,1,"3"
"339","339","1","True",5,4,50,0,2,0,"1","11.7166666666667","3.6","Jun 17_3","R_2CoZxNWil5d5xhn","2",1,1,"3"
"340","340","0","CND",4,1,48,0,0,0,"0","25.0833333333333","4","Jun 17_3","R_21uE8vZh1xaPnid","-3",1,0,"3"
"341","341","1","True",5,3,49,0,2,NA,"0","15.4833333333333","4.7","Jun 17_3","R_2ATPyP0OrufthL9",NA,1,1,"3"
"342","342","1","True",4,2,66,0,0,0,"0","21.6333333333333","3.2","Jun 17_3","R_30jYY6JjX0MgDx2","1",1,1,"3"
"343","343","0","Misl/False",1,3,33,0,1,0,"0","11.9833333333333","4.9","Jun 17_3","R_277mZwh6Kn4gCPz","0",1,0,"3"
"344","344","1","True",7,1,30,0,0,0,"0","27.1833333333333","3","Jun 17_3","R_1eM0NwsyykAMtPF","2",1,1,"3"
"345","345","0","Misl/False",3,3,39,1,3,0,"0","17.4833333333333","3.9","Jun 17_3","R_3LZRpIVIhdqAGmv","0",1,0,"3"
"346","346","0","CND",5,3,29,1,1,NA,"0","15.1333333333333","4.9","Jun 17_3","R_3HZDtexKHBE8AIv",NA,1,0,"3"
"347","347","1","True",7,3,38,1,1,0,"0","24.9333333333333","5","Jun 17_3","R_2sdbqivjOIy6mZF","-2",1,1,"3"
"348","348","1","True",5,1,37,1,0,0,"0","14.75","4.9","Jun 17_3","R_2ROnVF7pGW46T0Z","0",1,1,"3"
"349","349","1","True",5,1,21,1,0,0,"0","12.6833333333333","3.2","Jun 17_3","R_3dEvzuJ0CvUX94O","0",1,1,"3"
"350","350","1","True",6,1,18,1,2,0,"0","28.7166666666667","3.9","Jun 17_3","R_3nw5h8tSruSH5Jo","-2",1,1,"3"
"351","351","0","CND",5,1,23,1,0,0,"0","9.86666666666667","3.4","Jun 17_3","R_pPLTPPSs7Uh2v4Z","3",1,0,"3"
"352","352","0","Misl/False",4,1,21,1,0,0,"0","60","3.2","Jun 17_3","R_30r7gVm7YD8bEE2","2",1,0,"3"
"353","353","0","CND",4,3,75,1,0,0,"0","22.8","4","Jun 17_4","R_1GB8J0phJ4om5ge","0",1,0,"4"
"354","354","0","Misl/False",5,3,62,1,2,0,"0","17.8","4","Jun 17_4","R_2bUBBarelKgQ0Ny","3",1,0,"4"
"355","355","1","True",6,3,55,1,1,0,"1","29.8833333333333","3.2","Jun 17_4","R_eRJq9Ojs9jTRyGl","-2",1,1,"4"
"356","356","1","True",7,2,47,1,1,0,"0","25.2833333333333","4.4","Jun 17_4","R_3Lea9SaiJUDzPpQ","0",1,1,"4"
"357","357","0","Misl/False",1,3,69,0,1,0,"0","9.96666666666667","4.3","Jun 17_4","R_vxKSB8ZG7VzuTId","3",1,0,"4"
"358","358","1","True",7,3,66,0,0,0,"0","31.7","2.6","Jun 17_4","R_2yeB2Knpfau8FY4","0",1,1,"4"
"359","359","0","CND",5,4,75,0,0,0,"1","39.2333333333333","3.6","Jun 17_4","R_1qdGS51jY7XR4Tg","-2",1,0,"4"
"360","360","1","True",6,4,73,0,2,0,"1","31.1666666666667","3.5","Jun 17_4","R_3CI7xK56qickZuv","0",1,1,"4"
"361","361","0","Misl/False",4,4,38,0,3,0,"0","17.2166666666667","5","Jun 17_4","R_yJGWu69UBjByRLr","-3",1,0,"4"
"362","362","0","Misl/False",1,3,23,0,1,0,"0","13.75","3.8","Jun 17_4","R_YQhhbNEFyqSq24x","3",1,0,"4"
"363","363","0","CND",4,3,57,0,1,0,"1","27.4833333333333","1.7","Jun 17_4","R_1opWByJDLdTsoZv","0",1,0,"4"
"364","364","1","True",6,3,34,1,2,0,"0","11.0666666666667","4.5","Jun 17_4","R_2YbPob02AaO7SAR","0",1,1,"4"
"365","365","1","True",7,3,73,0,1,0,"1","42.3666666666667","3.6","Jun 17_4","R_3ez7XNpIuE2RMVw","1",1,1,"4"
"366","366","0","CND",4,3,59,0,1,0,"0","27.95","4.4","Jun 17_4","R_xmTacwlhf9e1Zv3","2",1,0,"4"
"367","367","1","True",7,3,22,0,1,0,"0","13.9666666666667","3.6","Jun 17_4","R_bseVM86yqqlHXKF","-2",1,1,"4"
"368","368","1","True",7,4,73,1,2,0,"1","34.8833333333333","3.1","Jun 17_4","R_3FPXWEkuOeuNj60","-2",1,1,"4"
"369","369","0","CND",6,3,45,0,2,0,"1","10.9833333333333","4.2","Jun 17_4","R_RL9m2O9tZJRYqad","-2",1,0,"4"
"370","370","0","CND",4,1,45,0,0,0,"0","11.6166666666667","2.4","Jun 17_4","R_2rA8fVFA2KAbR95","3",1,0,"4"
"371","371","1","True",6,4,45,0,1,0,"1","17.3","3.8","Jun 17_4","R_bBClsoOS8N5gQZH","1",1,1,"4"
"372","372","1","True",7,4,73,0,2,0,"1","45.6","4.4","Jun 17_4","R_C3rjdQJuxGXQZLb","0",1,1,"4"
"373","373","1","True",6,1,20,0,3,0,"0","14.85","4.7","Jun 17_4","R_2TSMsZD3nPP2zqh","-1",1,1,"4"
"374","374","1","True",3,2,71,0,1,0,"0","45.25","3.8","Jun 17_4","R_1H2lFdw4t3O7LIn","1",1,1,"4"
"375","375","1","True",7,2,66,0,3,0,"1","31.1666666666667","3.8","Jun 17_4","R_e2qNzn7f2kEQbRf","0",1,1,"4"
"376","376","1","True",7,3,35,0,2,0,"0","29.0833333333333","4.7","Jun 17_4","R_2t4j618Ggay6Bum","-2",1,1,"4"
"377","377","1","True",6,2,51,0,1,0,"1","52.2333333333333","3.8","Jun 17_4","R_2s4Kx4VQSwXP8SB","-1",1,1,"4"
"378","378","1","True",4,4,45,0,3,0,"0","10.2166666666667","3.1","Jun 17_4","R_2tbMvW0S4hcPRqQ","0",1,1,"4"
"379","379","0","CND",4,5,30,0,0,0,"0","13","3","Jun 17_4","R_Ckqzkh48MqIX0Ep","3",1,0,"4"
"380","380","1","True",6,1,45,0,0,0,"1","18.3","4","Jun 17_4","R_87U1JE6oNK2TfCp","0",1,1,"4"
"381","381","0","CND",4,3,26,1,2,0,"0","13.5833333333333","3.4","Jun 17_4","R_UaQ836kqjuc0bPH","0",1,0,"4"
"382","382","1","True",5,4,33,1,0,0,"0","14.1","3.4","Jun 17_4","R_1IyYaO5gO9eT1nS","1",1,1,"4"
