"","Article_day","True_Dummy","Likert_Evaluation","Age","Dig_Lit_Avg","Income_Score","CRT_Score","Familiar_Story","Education_Score","Duration","Ideology_Score","Gender","ResponseId","Treatment","Dummy_Ideology","Article_Lean","Dummy_Congruence","Susc_FN","Treat_Search"
"680","dec 3_2",1,5,20,4.7,1,2,"No",3,890,-2,1,"R_3j7Zfa4qcOiJa2M",1,"Liberal","Liberal",1,1,1
"681","dec 3_2",0,1,23,4.8,1,3,"No",2,630,0,1,"R_1KoOmGOIUG0zdTu",1,"Moderate","Liberal",0,0,1
"682","dec 3_2",0,1,20,3.3,0,1,"No",1,908,3,1,"R_Y4U7qhM5pX0OWYN",1,"Conservative","Liberal",0,0,1
"683","dec 3_2",0,7,52,5,0,0,"No",1,580,3,1,"R_3e8JaiWQG1YVAWu",1,"Conservative","Liberal",0,0,1
"684","dec 3_2",0,3,61,4,0,0,"No",3,1057,-3,1,"R_dp4CHlDCpObFcMV",1,"Liberal","Liberal",1,0,1
"685","dec 3_2",0,1,41,4.6,1,3,"Not Sure",1,1371,3,1,"R_O3QPVPguzvrnHkl",1,"Conservative","Liberal",0,0,1
"686","dec 3_2",0,4,74,2.7,0,1,"Not Sure",1,1702,0,1,"R_1DUUrZ8HTqOO0Gc",1,"Moderate","Liberal",0,0,1
"687","dec 3_2",0,3,26,4,0,4,"No",3,1024,-3,1,"R_3fdEKTAnMAC0sqv",1,"Liberal","Liberal",1,0,1
"688","dec 3_2",1,6,28,4.7,1,4,"No",3,1490,1,1,"R_WlIIJJM9BQ9oCUV",1,"Conservative","Liberal",0,1,1
"689","dec 3_2",0,6,20,3.4,0,1,"No",1,637,3,0,"R_210LfRvPlN2unKR",1,"Conservative","Liberal",0,0,1
"690","dec 3_2",1,6,21,4.6,1,0,"Yes",2,1404,-2,1,"R_cARmjjURECpm5Ed",1,"Liberal","Liberal",1,1,1
"691","dec 3_2",0,4,19,3.1,1,2,"Yes",1,1547,0,0,"R_24eEgg4C7sUYdbq",1,"Moderate","Liberal",0,0,1
"692","dec 3_2",0,4,75,3.5,0,2,"No",2,1578,2,1,"R_2Cp8zleZteIkR9W",1,"Conservative","Liberal",0,0,1
"693","dec 3_2",0,3,75,3.5,0,2,"No",2,1578,2,1,"R_2Cp8zleZteIkR9W",0,"Conservative","Liberal",0,0,0
"694","dec 3_2",0,3,18,3.8,0,2,"No",1,865,-3,0,"R_pn4VHOVxJpsO2vn",0,"Liberal","Liberal",1,0,0
"695","dec 3_2",0,4,18,3.7,0,3,"No",1,897,-2,0,"R_3032gjgHKR5VDbK",0,"Liberal","Liberal",1,0,0
"696","dec 3_2",0,1,47,3.7,0,2,"No",1,1464,3,1,"R_3MMBP2OKPG6bSOq",0,"Conservative","Liberal",0,0,0
"697","dec 3_2",0,3,58,3.7,1,0,"No",3,3119,-2,1,"R_1oA0gXA8uowYAqP",0,"Liberal","Liberal",1,0,0
"698","dec 3_2",0,2,49,5,0,4,"No",2,1454,3,0,"R_3fpjLxHgSiMOGFH",0,"Conservative","Liberal",0,0,0
"699","dec 3_2",0,3,18,3.4,3,2,"No",1,668,2,0,"R_9G0AU9qpm9GgpcB",0,"Conservative","Liberal",0,0,0
"700","dec 3_2",1,5,37,3.5,1,2,"No",4,1047,-2,0,"R_3HTaQkp8WbZxiSV",0,"Liberal","Liberal",1,1,0
"701","dec 3_2",1,6,36,4.1,0,2,"Not Sure",3,729,-1,0,"R_1hMTVCnWuKigfju",0,"Liberal","Liberal",1,1,0
"702","dec 3_2",1,6,72,3.6,1,2,"Yes",3,1176,0,0,"R_3RxCHDNyVvnFWrN",0,"Moderate","Liberal",0,1,0
"703","dec 3_2",0,4,53,2.8,0,1,"No",2,591,0,0,"R_OcFfXUjeHOz60wN",0,"Moderate","Liberal",0,0,0
"704","dec 3_2",0,3,38,4.6,0,3,"Yes",1,2576,2,0,"R_31u4YnAXRnOk4a4",0,"Conservative","Liberal",0,0,0
"705","dec 3_2",0,4,22,3.5,2,1,"No",2,505,3,1,"R_3PEUU2wKxHRoxSi",0,"Conservative","Liberal",0,0,0
"706","dec 3_2",0,4,19,3.1,1,2,"Yes",1,1547,0,0,"R_24eEgg4C7sUYdbq",0,"Moderate","Liberal",0,0,0
"707","dec 3_2",0,2,55,2.6,0,0,"No",1,1291,2,1,"R_PA0mZxpASjzWevT",0,"Conservative","Liberal",0,0,0
"708","dec 3_2",0,4,20,4.7,1,2,"No",3,890,-2,1,"R_3j7Zfa4qcOiJa2M",0,"Liberal","Liberal",1,0,0
"709","dec 3_2",0,1,23,4.8,1,3,"No",2,630,0,1,"R_1KoOmGOIUG0zdTu",0,"Moderate","Liberal",0,0,0
"710","dec 3_2",1,1,20,3.3,0,1,"No",1,908,3,1,"R_Y4U7qhM5pX0OWYN",0,"Conservative","Liberal",0,1,0
"711","dec 3_2",0,7,52,5,0,0,"No",1,580,3,1,"R_3e8JaiWQG1YVAWu",0,"Conservative","Liberal",0,0,0
"712","dec 3_2",0,3,61,4,0,0,"No",3,1057,-3,1,"R_dp4CHlDCpObFcMV",0,"Liberal","Liberal",1,0,0
"713","dec 3_2",0,1,41,4.6,1,3,"Not Sure",1,1371,3,1,"R_O3QPVPguzvrnHkl",0,"Conservative","Liberal",0,0,0
"714","dec 3_2",0,4,74,2.7,0,1,"Not Sure",1,1702,0,1,"R_1DUUrZ8HTqOO0Gc",0,"Moderate","Liberal",0,0,0
"715","dec 3_2",0,2,26,4,0,4,"No",3,1024,-3,1,"R_3fdEKTAnMAC0sqv",0,"Liberal","Liberal",1,0,0
"716","dec 3_2",0,4,28,4.7,1,4,"No",3,1490,1,1,"R_WlIIJJM9BQ9oCUV",0,"Conservative","Liberal",0,0,0
"717","dec 3_2",0,2,20,3.4,0,1,"No",1,637,3,0,"R_210LfRvPlN2unKR",0,"Conservative","Liberal",0,0,0
"718","dec 3_2",0,5,27,2.6,1,1,"No",4,1184,1,0,"R_1gkIoiDVRn7dJvt",1,"Conservative","Liberal",0,0,1
"719","dec 3_2",0,2,42,5,1,1,"No",3,1033,0,0,"R_Tu8BWLVCOocW6wF",1,"Moderate","Liberal",0,0,1
"720","dec 3_2",0,4,49,4.9,0,3,"No",1,1188,2,0,"R_1Hq9DQf2Hd6tusx",1,"Conservative","Liberal",0,0,1
"721","dec 3_2",0,5,37,4.1,1,2,"Yes",4,1024,2,1,"R_QanLY7B1rqpFSyl",1,"Conservative","Liberal",0,0,1
"722","dec 3_2",0,4,50,4.3,1,0,"No",2,516,2,1,"R_ai20SzGeBymH9pT",1,"Conservative","Liberal",0,0,1
"723","dec 3_2",0,1,45,4,2,1,"Yes",3,1287,0,0,"R_cA7nfF5r6XAHi2B",1,"Moderate","Liberal",0,0,1
"724","dec 3_2",0,2,45,4,2,1,"Yes",3,1287,0,0,"R_cA7nfF5r6XAHi2B",0,"Moderate","Liberal",0,0,0
"725","dec 3_2",0,1,27,2.6,1,1,"No",4,1184,1,0,"R_1gkIoiDVRn7dJvt",0,"Conservative","Liberal",0,0,0
"726","dec 3_2",0,1,42,5,1,1,"No",3,1033,0,0,"R_Tu8BWLVCOocW6wF",0,"Moderate","Liberal",0,0,0
"727","dec 3_2",0,4,49,4.9,0,3,"No",1,1188,2,0,"R_1Hq9DQf2Hd6tusx",0,"Conservative","Liberal",0,0,0
"728","dec 3_2",1,6,21,4.6,1,0,"Yes",2,1404,-2,1,"R_cARmjjURECpm5Ed",0,"Liberal","Liberal",1,1,0
"729","dec 3_2",0,2,50,4.3,1,0,"No",2,516,2,1,"R_ai20SzGeBymH9pT",0,"Conservative","Liberal",0,0,0
"730","dec 3_2",0,5,37,4.1,1,2,"Yes",4,1024,2,1,"R_QanLY7B1rqpFSyl",0,"Conservative","Liberal",0,0,0
"731","dec 4_1",0,3,64,4,0,1,"No",1,802,0,1,"R_2EzrT7bf6C6rbPY",0,"Moderate","Conservative",0,0,0
"732","dec 4_1",0,4,65,3.8,3,2,"Not Sure",4,1212,3,1,"R_3GDm7eFiR3Z7fHh",0,"Conservative","Conservative",1,0,0
"733","dec 4_1",0,2,60,1.4,0,2,"No",2,1444,3,1,"R_1ow1hllDj9uihUZ",0,"Conservative","Conservative",1,0,0
"734","dec 4_1",1,6,54,2.8,0,0,"No",1,1582,0,1,"R_C7TZlD04FneVX8t",0,"Moderate","Conservative",0,1,0
"735","dec 4_1",0,2,19,4.3,3,3,"No",1,1007,-1,0,"R_5pcxnle4e8j0Adb",0,"Liberal","Conservative",0,0,0
"736","dec 4_1",0,6,56,5,3,2,"Yes",3,4098,2,0,"R_2D6x5yqnHTRl0MY",0,"Conservative","Conservative",1,0,0
"737","dec 4_1",0,4,78,2.2,0,2,"No",1,4481,2,0,"R_1rCHIqeLqHqyZl5",0,"Conservative","Conservative",1,0,0
"738","dec 4_1",1,6,53,3,1,2,"Yes",1,1562,-2,0,"R_2Y49kJ0ge7UyYb1",0,"Liberal","Conservative",0,1,0
"739","dec 4_1",0,2,64,4.4,1,1,"No",4,872,-2,1,"R_1guqpx3pEpulxlm",0,"Liberal","Conservative",0,0,0
"740","dec 4_1",0,4,30,4.4,3,2,"No",1,2122,0,1,"R_2aqxSbkViE6TOuE",0,"Moderate","Conservative",0,0,0
"741","dec 4_1",1,7,21,3.4,0,1,"No",1,1563,-2,0,"R_egRboJIN6AA3W3D",0,"Liberal","Conservative",0,1,0
"742","dec 4_1",0,4,68,3,3,2,"No",3,1220,0,0,"R_3qCjMdhUpBuW6Ux",0,"Moderate","Conservative",0,0,0
"743","dec 4_1",1,5,31,3.3,1,3,"No",3,598,-2,0,"R_1MY807yuQgZa8xS",0,"Liberal","Conservative",0,1,0
"744","dec 4_1",0,1,32,2.7,0,2,"No",1,1089,0,0,"R_1qgPbyIOGqDpBRL",0,"Moderate","Conservative",0,0,0
"745","dec 4_1",0,4,28,4.2,2,0,"No",3,655,-1,0,"R_3KW6QoCko2Vmluo",0,"Liberal","Conservative",0,0,0
"746","dec 4_1",0,2,39,3.4,3,2,"No",4,575,-2,0,"R_oZGOW3eKDsEv9PH",0,"Liberal","Conservative",0,0,0
"747","dec 4_1",1,6,61,3.5,0,1,"No",3,1109,-2,0,"R_1i7ZZLeNO4ZWtn4",0,"Liberal","Conservative",0,1,0
"748","dec 4_1",1,5,21,3.3,0,3,"No",3,4120,-1,0,"R_ym9NxmfWlbHBY8F",0,"Liberal","Conservative",0,1,0
"749","dec 4_1",1,7,22,5,2,0,"No",1,778,-3,0,"R_rokyeuLNIIcnc0V",0,"Liberal","Conservative",0,1,0
"750","dec 4_1",1,6,48,4.1,0,1,"No",2,1690,0,1,"R_31FXLPkBkH0GCfJ",0,"Moderate","Conservative",0,1,0
"751","dec 4_1",1,6,81,2.4,0,1,"Not Sure",1,2719,1,0,"R_ZI8AHkMHqQjV3ep",0,"Conservative","Conservative",1,1,0
"753","dec 4_1",1,7,44,3.5,2,2,"No",4,1573,2,1,"R_1QEiWJD8tpN7iIK",0,"Conservative","Conservative",1,1,0
"754","dec 4_1",1,6,39,4.4,1,2,"No",3,1241,-2,1,"R_BY3w6I8EuRKGRSp",0,"Liberal","Conservative",0,1,0
"755","dec 4_1",1,6,70,2.7,0,1,"No",2,2507,0,1,"R_BLKkErQpvpGuUbn",0,"Moderate","Conservative",0,1,0
"756","dec 4_1",1,5,60,3.7,0,1,"No",3,20260,0,0,"R_2cnkJfNbghjBhqK",0,"Moderate","Conservative",0,1,0
"757","dec 4_1",0,1,37,3.2,0,0,"No",1,2424,-2,1,"R_ZejUEinumjfQHm1",0,"Liberal","Conservative",0,0,0
"758","dec 4_1",0,3,39,4.2,1,1,"No",1,1197,-3,1,"R_9B9e2GnuO5Okek1",0,"Liberal","Conservative",0,0,0
"759","dec 4_1",0,4,44,4.4,3,1,"No",4,987,0,1,"R_2scE0XC7ugXajIc",0,"Moderate","Conservative",0,0,0
"760","dec 4_1",0,4,48,2.9,1,4,"Not Sure",4,1536,-2,1,"R_1FLihm2kHnvc8Tr",0,"Liberal","Conservative",0,0,0
"761","dec 4_1",1,6,42,2.2,1,1,"No",3,4461,2,1,"R_3I6x2fNsPEYQTWk",0,"Conservative","Conservative",1,1,0
"762","dec 4_1",1,6,42,2.2,1,1,"No",3,4461,2,1,"R_3I6x2fNsPEYQTWk",1,"Conservative","Conservative",1,1,1
"763","dec 4_1",0,2,19,4.3,3,3,"No",1,1007,-1,0,"R_5pcxnle4e8j0Adb",1,"Liberal","Conservative",0,0,1
"764","dec 4_1",1,2,56,5,3,2,"Yes",3,4098,2,0,"R_2D6x5yqnHTRl0MY",1,"Conservative","Conservative",1,1,1
"765","dec 4_1",0,3,78,2.2,0,2,"No",1,4481,2,0,"R_1rCHIqeLqHqyZl5",1,"Conservative","Conservative",1,0,1
"766","dec 4_1",1,5,53,3,1,2,"Yes",1,1562,-2,0,"R_2Y49kJ0ge7UyYb1",1,"Liberal","Conservative",0,1,1
"767","dec 4_1",0,2,64,4.4,1,1,"No",4,872,-2,1,"R_1guqpx3pEpulxlm",1,"Liberal","Conservative",0,0,1
"768","dec 4_1",0,4,30,4.4,3,2,"No",1,2122,0,1,"R_2aqxSbkViE6TOuE",1,"Moderate","Conservative",0,0,1
"769","dec 4_1",1,7,21,3.4,0,1,"No",1,1563,-2,0,"R_egRboJIN6AA3W3D",1,"Liberal","Conservative",0,1,1
"770","dec 4_1",0,4,68,3,3,2,"No",3,1220,0,0,"R_3qCjMdhUpBuW6Ux",1,"Moderate","Conservative",0,0,1
"771","dec 4_1",0,3,31,3.3,1,3,"No",3,598,-2,0,"R_1MY807yuQgZa8xS",1,"Liberal","Conservative",0,0,1
"772","dec 4_1",0,4,64,4,0,1,"No",1,802,0,1,"R_2EzrT7bf6C6rbPY",1,"Moderate","Conservative",0,0,1
"773","dec 4_1",0,2,65,3.8,3,2,"Not Sure",4,1212,3,1,"R_3GDm7eFiR3Z7fHh",1,"Conservative","Conservative",1,0,1
"774","dec 4_1",0,3,60,1.4,0,2,"No",2,1444,3,1,"R_1ow1hllDj9uihUZ",1,"Conservative","Conservative",1,0,1
"775","dec 4_1",1,7,54,2.8,0,0,"No",1,1582,0,1,"R_C7TZlD04FneVX8t",1,"Moderate","Conservative",0,1,1
"776","dec 4_1",1,4,21,3.3,0,3,"No",3,4120,-1,0,"R_ym9NxmfWlbHBY8F",1,"Liberal","Conservative",0,1,1
"777","dec 4_1",1,7,22,5,2,0,"No",1,778,-3,0,"R_rokyeuLNIIcnc0V",1,"Liberal","Conservative",0,1,1
"778","dec 4_1",0,4,48,4.1,0,1,"No",2,1690,0,1,"R_31FXLPkBkH0GCfJ",1,"Moderate","Conservative",0,0,1
"779","dec 4_1",0,5,81,2.4,0,1,"Not Sure",1,2719,1,0,"R_ZI8AHkMHqQjV3ep",1,"Conservative","Conservative",1,0,1
"781","dec 4_1",1,7,44,3.5,2,2,"No",4,1573,2,1,"R_1QEiWJD8tpN7iIK",1,"Conservative","Conservative",1,1,1
"782","dec 4_1",0,4,39,4.4,1,2,"No",3,1241,-2,1,"R_BY3w6I8EuRKGRSp",1,"Liberal","Conservative",0,0,1
"783","dec 4_1",0,4,70,2.7,0,1,"No",2,2507,0,1,"R_BLKkErQpvpGuUbn",1,"Moderate","Conservative",0,0,1
"784","dec 4_1",0,5,60,3.7,0,1,"No",3,20260,0,0,"R_2cnkJfNbghjBhqK",1,"Moderate","Conservative",0,0,1
"785","dec 4_1",0,1,32,2.7,0,2,"No",1,1089,0,0,"R_1qgPbyIOGqDpBRL",1,"Moderate","Conservative",0,0,1
"786","dec 4_1",1,7,28,4.2,2,0,"No",3,655,-1,0,"R_3KW6QoCko2Vmluo",1,"Liberal","Conservative",0,1,1
"787","dec 4_1",0,2,39,3.4,3,2,"No",4,575,-2,0,"R_oZGOW3eKDsEv9PH",1,"Liberal","Conservative",0,0,1
"788","dec 4_1",1,5,61,3.5,0,1,"No",3,1109,-2,0,"R_1i7ZZLeNO4ZWtn4",1,"Liberal","Conservative",0,1,1
"789","dec 4_1",0,4,48,2.9,1,4,"Not Sure",4,1536,-2,1,"R_1FLihm2kHnvc8Tr",1,"Liberal","Conservative",0,0,1
"790","dec 4_1",0,3,37,3.2,0,0,"No",1,2424,-2,1,"R_ZejUEinumjfQHm1",1,"Liberal","Conservative",0,0,1
"791","dec 4_1",0,3,39,4.2,1,1,"No",1,1197,-3,1,"R_9B9e2GnuO5Okek1",1,"Liberal","Conservative",0,0,1
"792","dec 4_1",0,4,44,4.4,3,1,"No",4,987,0,1,"R_2scE0XC7ugXajIc",1,"Moderate","Conservative",0,0,1
"793","dec 4_2",0,4,57,3.6,1,1,"No",5,1663,0,1,"R_1i4KETX7kRqQWsz",1,"Moderate","Liberal",0,0,1
"794","dec 4_2",1,6,64,3.3,2,0,"Yes",3,1231,-2,0,"R_26aHcusWBtFnzRr",1,"Liberal","Liberal",1,1,1
"795","dec 4_2",1,5,30,2.8,0,1,"No",1,871,0,0,"R_3hlrYPPxTkfzwcC",1,"Moderate","Liberal",0,1,1
"796","dec 4_2",1,5,44,4.9,2,1,"No",4,619,-3,0,"R_2iwykUeloJvfu2B",1,"Liberal","Liberal",1,1,1
"797","dec 4_2",0,3,59,2.7,1,1,"No",1,1216,0,0,"R_2VaPQafTBKeIFky",1,"Moderate","Liberal",0,0,1
"798","dec 4_2",0,2,54,3.2,0,0,"No",2,1673,2,0,"R_3rHsrazjmRK9W3W",1,"Conservative","Liberal",0,0,1
"799","dec 4_2",0,1,24,4.5,0,3,"No",1,782,-2,1,"R_2YfzzQ5myFx5Ttl",1,"Liberal","Liberal",1,0,1
"800","dec 4_2",0,4,43,3.1,3,1,"Yes",4,7801,-2,0,"R_1IpiOglNXkJWztn",1,"Liberal","Liberal",1,0,1
"801","dec 4_2",0,4,56,2.9,1,1,"No",1,1042,-2,1,"R_1K9CaEORj6cgy0g",1,"Liberal","Liberal",1,0,1
"802","dec 4_2",0,4,29,3.9,2,4,"No",4,797,0,1,"R_2qBK8oNWEDibOaI",1,"Moderate","Liberal",0,0,1
"803","dec 4_2",1,6,19,3.7,1,0,"No",1,604,1,0,"R_3GxParEloFaQXsi",1,"Conservative","Liberal",0,1,1
"804","dec 4_2",0,4,18,4.2,0,1,"No",2,1100,2,0,"R_7VP8YK0enaZsG9H",1,"Conservative","Liberal",0,0,1
"805","dec 4_2",1,6,62,3.8,2,2,"No",3,1244,-1,1,"R_2y4xrjGgucuSWgC",1,"Liberal","Liberal",1,1,1
"806","dec 4_2",1,7,26,4.2,0,1,"No",2,1402,2,1,"R_2Yn3GwedC6cAB6C",1,"Conservative","Liberal",0,1,1
"807","dec 4_2",1,6,31,4.4,0,2,"No",2,2072,0,0,"R_9KOfBmwLKp3jrr3",1,"Moderate","Liberal",0,1,1
"808","dec 4_2",1,7,46,4.8,1,3,"No",1,674,-3,0,"R_1QmB1bg2eQIDyD8",1,"Liberal","Liberal",1,1,1
"809","dec 4_2",1,5,21,3.9,1,0,"No",1,741,-2,0,"R_OD9pIosa280oC4x",1,"Liberal","Liberal",1,1,1
"810","dec 4_2",0,4,23,4.6,0,2,"No",3,1033,3,0,"R_1GOkXsQOzrgBXEF",1,"Conservative","Liberal",0,0,1
"811","dec 4_2",0,2,66,3.1,1,1,"No",3,7465,-2,1,"R_2RXlzkK2SMZrijD",1,"Liberal","Liberal",1,0,1
"812","dec 4_2",0,3,37,4.7,1,2,"Yes",1,1064,0,0,"R_V2yhslqaj3OYBSF",1,"Moderate","Liberal",0,0,1
"813","dec 4_2",0,3,39,2.8,1,0,"No",1,1512,1,0,"R_1K7401iYmkgjgxl",1,"Conservative","Liberal",0,0,1
"814","dec 4_2",0,5,27,4.4,1,4,"No",4,1386,1,0,"R_3sjJ0kylaDLfq4d",1,"Conservative","Liberal",0,0,1
"815","dec 4_2",1,6,57,3.9,2,2,"No",3,779,-2,1,"R_2zkbShY58OfXD49",1,"Liberal","Liberal",1,1,1
"816","dec 4_2",1,7,34,4.2,1,0,"No",5,967,3,0,"R_3kc500UDJfd2Pf8",1,"Conservative","Liberal",0,1,1
"817","dec 4_2",0,2,55,2.1,0,2,"No",1,1807,2,1,"R_1LNkSmqYvKjumQM",1,"Conservative","Liberal",0,0,1
"818","dec 4_2",0,1,30,4.7,2,3,"No",4,1658,0,0,"R_ut9Pgj1OrmPA2ul",1,"Moderate","Liberal",0,0,1
"819","dec 4_2",1,5,40,4.2,0,0,"No",0,1694,-1,0,"R_W87HbOHozwTUC5P",1,"Liberal","Liberal",1,1,1
"820","dec 4_2",1,5,49,3.1,0,3,"No",2,2223,1,0,"R_3rPJVKW1OheM2Od",1,"Conservative","Liberal",0,1,1
"821","dec 4_2",1,7,58,4.1,1,0,"No",2,11070,-1,0,"R_3Pjo3pPeYYGHWcY",1,"Liberal","Liberal",1,1,1
"822","dec 4_2",1,7,49,4,1,3,"Yes",1,1206,-2,1,"R_1g8gUQ8TFuTIBKZ",1,"Liberal","Liberal",1,1,1
"823","dec 4_2",1,7,42,4.7,0,3,"Yes",3,2361,1,1,"R_1LO6cVGMwBkkVsM",1,"Conservative","Liberal",0,1,1
"824","dec 4_2",1,5,35,5,1,2,"No",3,1026,0,1,"R_54kvMjAiDV9kcnv",1,"Moderate","Liberal",0,1,1
"825","dec 4_2",1,6,46,3.3,1,2,"No",3,2072,0,1,"R_1r043whs98EhxYs",1,"Moderate","Liberal",0,1,1
"826","dec 4_2",1,7,45,4.4,3,3,"No",3,20403,0,1,"R_1OQgljRlRR9ZYWw",1,"Moderate","Liberal",0,1,1
"827","dec 4_2",1,6,49,4.2,3,1,"No",4,80392,1,1,"R_1DqkVzPg05o9Coe",1,"Conservative","Liberal",0,1,1
"828","dec 4_2",1,4,56,2.9,1,1,"No",1,1042,-2,1,"R_1K9CaEORj6cgy0g",0,"Liberal","Liberal",1,1,0
"829","dec 4_2",0,4,29,3.9,2,4,"No",4,797,0,1,"R_2qBK8oNWEDibOaI",0,"Moderate","Liberal",0,0,0
"830","dec 4_2",0,7,19,3.7,1,0,"No",1,604,1,0,"R_3GxParEloFaQXsi",0,"Conservative","Liberal",0,0,0
"831","dec 4_2",0,3,59,3.7,1,3,"Yes",4,1625,3,0,"R_322Yhg4OlrIDkkr",1,"Conservative","Liberal",0,0,1
"832","dec 4_2",0,4,62,3.8,2,2,"No",3,1244,-1,1,"R_2y4xrjGgucuSWgC",0,"Liberal","Liberal",1,0,0
"833","dec 4_2",0,4,57,3.6,1,1,"No",5,1663,0,1,"R_1i4KETX7kRqQWsz",0,"Moderate","Liberal",0,0,0
"834","dec 4_2",1,6,64,3.3,2,0,"Yes",3,1231,-2,0,"R_26aHcusWBtFnzRr",0,"Liberal","Liberal",1,1,0
"835","dec 4_2",0,4,30,2.8,0,1,"No",1,871,0,0,"R_3hlrYPPxTkfzwcC",0,"Moderate","Liberal",0,0,0
"836","dec 4_2",1,5,44,4.9,2,1,"No",4,619,-3,0,"R_2iwykUeloJvfu2B",0,"Liberal","Liberal",1,1,0
"837","dec 4_2",0,4,59,2.7,1,1,"No",1,1216,0,0,"R_2VaPQafTBKeIFky",0,"Moderate","Liberal",0,0,0
"838","dec 4_2",0,2,54,3.2,0,0,"No",2,1673,2,0,"R_3rHsrazjmRK9W3W",0,"Conservative","Liberal",0,0,0
"839","dec 4_2",0,1,24,4.5,0,3,"No",1,782,-2,1,"R_2YfzzQ5myFx5Ttl",0,"Liberal","Liberal",1,0,0
"840","dec 4_2",0,3,43,3.1,3,1,"Yes",4,7801,-2,0,"R_1IpiOglNXkJWztn",0,"Liberal","Liberal",1,0,0
"841","dec 4_2",0,3,27,4.4,1,4,"No",4,1386,1,0,"R_3sjJ0kylaDLfq4d",0,"Conservative","Liberal",0,0,0
"842","dec 4_2",1,6,57,3.9,2,2,"No",3,779,-2,1,"R_2zkbShY58OfXD49",0,"Liberal","Liberal",1,1,0
"843","dec 4_2",1,6,34,4.2,1,0,"No",5,967,3,0,"R_3kc500UDJfd2Pf8",0,"Conservative","Liberal",0,1,0
"844","dec 4_2",0,2,18,4.2,0,1,"No",2,1100,2,0,"R_7VP8YK0enaZsG9H",0,"Conservative","Liberal",0,0,0
"845","dec 4_2",0,2,30,4.7,2,3,"No",4,1658,0,0,"R_ut9Pgj1OrmPA2ul",0,"Moderate","Liberal",0,0,0
"846","dec 4_2",0,4,26,4.2,0,1,"No",2,1402,2,1,"R_2Yn3GwedC6cAB6C",0,"Conservative","Liberal",0,0,0
"847","dec 4_2",0,4,31,4.4,0,2,"No",2,2072,0,0,"R_9KOfBmwLKp3jrr3",0,"Moderate","Liberal",0,0,0
"848","dec 4_2",0,1,46,4.8,1,3,"No",1,674,-3,0,"R_1QmB1bg2eQIDyD8",0,"Liberal","Liberal",1,0,0
"849","dec 4_2",1,5,21,3.9,1,0,"No",1,741,-2,0,"R_OD9pIosa280oC4x",0,"Liberal","Liberal",1,1,0
"850","dec 4_2",0,5,23,4.6,0,2,"No",3,1033,3,0,"R_1GOkXsQOzrgBXEF",0,"Conservative","Liberal",0,0,0
"851","dec 4_2",0,4,66,3.1,1,1,"No",3,7465,-2,1,"R_2RXlzkK2SMZrijD",0,"Liberal","Liberal",1,0,0
"852","dec 4_2",0,2,37,4.7,1,2,"Yes",1,1064,0,0,"R_V2yhslqaj3OYBSF",0,"Moderate","Liberal",0,0,0
"853","dec 4_2",0,3,39,2.8,1,0,"No",1,1512,1,0,"R_1K7401iYmkgjgxl",0,"Conservative","Liberal",0,0,0
"854","dec 4_2",1,5,49,4.2,3,1,"No",4,80392,1,1,"R_1DqkVzPg05o9Coe",0,"Conservative","Liberal",0,1,0
"855","dec 4_2",0,3,40,4.2,0,0,"No",0,1694,-1,0,"R_W87HbOHozwTUC5P",0,"Liberal","Liberal",1,0,0
"856","dec 4_2",0,2,49,3.1,0,3,"No",2,2223,1,0,"R_3rPJVKW1OheM2Od",0,"Conservative","Liberal",0,0,0
"857","dec 4_2",0,2,55,2.1,0,2,"No",1,1807,2,1,"R_1LNkSmqYvKjumQM",0,"Conservative","Liberal",0,0,0
"858","dec 4_2",0,2,59,3.7,1,3,"Yes",4,1625,3,0,"R_322Yhg4OlrIDkkr",0,"Conservative","Liberal",0,0,0
"859","dec 4_2",1,7,42,4.7,0,3,"Yes",3,2361,1,1,"R_1LO6cVGMwBkkVsM",0,"Conservative","Liberal",0,1,0
"860","dec 4_2",0,4,35,5,1,2,"No",3,1026,0,1,"R_54kvMjAiDV9kcnv",0,"Moderate","Liberal",0,0,0
"861","dec 4_2",1,7,58,4.1,1,0,"No",2,11070,-1,0,"R_3Pjo3pPeYYGHWcY",0,"Liberal","Liberal",1,1,0
"862","dec 4_2",1,4,49,4,1,3,"Yes",1,1206,-2,1,"R_1g8gUQ8TFuTIBKZ",0,"Liberal","Liberal",1,1,0
"863","dec 4_2",0,2,46,3.3,1,2,"No",3,2072,0,1,"R_1r043whs98EhxYs",0,"Moderate","Liberal",0,0,0
"864","dec 4_2",0,4,45,4.4,3,3,"No",3,20403,0,1,"R_1OQgljRlRR9ZYWw",0,"Moderate","Liberal",0,0,0
"865","feb 4_1",0,4,54,4.3,0,0,"No",2,1150,0,1,"R_3PSiNUhrx95WcoM",0,"Moderate","Conservative",0,0,0
"866","feb 4_1",0,3,49,2.6,1,2,"No",2,854,2,1,"R_erCkczDThNStXH3",0,"Conservative","Conservative",1,0,0
"867","feb 4_1",0,1,37,4.8,2,2,"Yes",3,1760,-1,0,"R_3F3B1kH7LvOyfQJ",0,"Liberal","Conservative",0,0,0
"868","feb 4_1",0,2,43,4.4,1,1,"Yes",3,5695,-1,0,"R_2xDfhfQb3OfLtCE",0,"Liberal","Conservative",0,0,0
"869","feb 4_1",1,7,23,2.4,1,3,"No",4,1306,2,1,"R_2ARrEMS95ZDFWOJ",0,"Conservative","Conservative",1,1,0
